,Unnamed: 0,gm,make_model,make,mileage_raw,price_raw,model_trim_raw,year_make_raw,platform,mileage,price,model,trim,year,car_key,car_id_x,horsepower,torque,displacement,cylinders,top_speed,accel,qmile_time,qmile_speed,weight,fuel_type,fuel_economy,quality_rating,amenity_rating,reliability_rating,car_id_y
973,974,False,Dodge Durango,Dodge,"41,000 miles",31998,Durango GT Plus,2021 Dodge,carmax,41000,31998,Durango,GT Plus,2021,2021-dodge-durango-gt plus,98946159597732696011902887617133816190,295,260,3.6,6,120,6.7,15.2,94,1973,petrol,18,68,72,74,98946159597732696011902887617133816190
974,975,False,Dodge Durango,Dodge,"27,000 miles",31998,Durango GT Plus,2021 Dodge,carmax,27000,31998,Durango,GT Plus,2021,2021-dodge-durango-gt plus,98946159597732696011902887617133816190,295,260,3.6,6,120,6.7,15.2,94,1973,petrol,18,68,72,74,98946159597732696011902887617133816190
975,976,False,Dodge Durango,Dodge,"57,000 miles",27998,Durango GT Plus,2021 Dodge,carmax,57000,27998,Durango,GT Plus,2021,2021-dodge-durango-gt plus,98946159597732696011902887617133816190,295,260,3.6,6,120,6.7,15.2,94,1973,petrol,18,68,72,74,98946159597732696011902887617133816190
976,977,False,Dodge Durango,Dodge,"28,000 miles",39998,Durango R/T,2021 Dodge,carmax,28000,39998,Durango,R/T,2021,2021-dodge-durango-r/t,69302102152780745943296654324699988155,365,390,5.7,8,112,5.8,14.3,98,2040,petrol,14,68,58,52,69302102152780745943296654324699988155
977,978,False,Dodge Durango,Dodge,"27,000 miles",36998,Durango R/T,2021 Dodge,carmax,27000,36998,Durango,R/T,2021,2021-dodge-durango-r/t,69302102152780745943296654324699988155,365,390,5.7,8,112,5.8,14.3,98,2040,petrol,14,68,58,52,69302102152780745943296654324699988155
978,979,False,Dodge Durango,Dodge,"55,000 miles",33998,Durango R/T,2021 Dodge,carmax,55000,33998,Durango,R/T,2021,2021-dodge-durango-r/t,69302102152780745943296654324699988155,365,390,5.7,8,112,5.8,14.3,98,2040,petrol,14,68,58,52,69302102152780745943296654324699988155
979,980,False,Dodge Durango,Dodge,"51,000 miles",31998,Durango R/T,2021 Dodge,carmax,51000,31998,Durango,R/T,2021,2021-dodge-durango-r/t,69302102152780745943296654324699988155,365,390,5.7,8,112,5.8,14.3,98,2040,petrol,14,68,58,52,69302102152780745943296654324699988155
980,981,False,Dodge Durango,Dodge,"66,000 miles",33998,Durango R/T,2021 Dodge,carmax,66000,33998,Durango,R/T,2021,2021-dodge-durango-r/t,69302102152780745943296654324699988155,365,390,5.7,8,112,5.8,14.3,98,2040,petrol,14,68,58,52,69302102152780745943296654324699988155
981,982,False,Dodge Durango,Dodge,"62,000 miles",34998,Durango R/T,2021 Dodge,carmax,62000,34998,Durango,R/T,2021,2021-dodge-durango-r/t,69302102152780745943296654324699988155,365,390,5.7,8,112,5.8,14.3,98,2040,petrol,14,68,58,52,69302102152780745943296654324699988155
982,983,False,Dodge Durango,Dodge,"32,000 miles",41998,Durango R/T,2021 Dodge,carmax,32000,41998,Durango,R/T,2021,2021-dodge-durango-r/t,69302102152780745943296654324699988155,365,390,5.7,8,112,5.8,14.3,98,2040,petrol,14,68,58,52,69302102152780745943296654324699988155
983,984,False,Dodge Durango,Dodge,"41,000 miles",38998,Durango R/T,2021 Dodge,carmax,41000,38998,Durango,R/T,2021,2021-dodge-durango-r/t,69302102152780745943296654324699988155,365,390,5.7,8,112,5.8,14.3,98,2040,petrol,14,68,58,52,69302102152780745943296654324699988155
984,985,False,Dodge Durango,Dodge,"27,000 miles",39998,Durango R/T,2021 Dodge,carmax,27000,39998,Durango,R/T,2021,2021-dodge-durango-r/t,69302102152780745943296654324699988155,365,390,5.7,8,112,5.8,14.3,98,2040,petrol,14,68,58,52,69302102152780745943296654324699988155
985,986,False,Dodge Durango,Dodge,"36,000 miles",35998,Durango R/T,2021 Dodge,carmax,36000,35998,Durango,R/T,2021,2021-dodge-durango-r/t,69302102152780745943296654324699988155,365,390,5.7,8,112,5.8,14.3,98,2040,petrol,14,68,58,52,69302102152780745943296654324699988155
986,987,False,Dodge Durango,Dodge,"31,000 miles",38998,Durango R/T,2021 Dodge,carmax,31000,38998,Durango,R/T,2021,2021-dodge-durango-r/t,69302102152780745943296654324699988155,365,390,5.7,8,112,5.8,14.3,98,2040,petrol,14,68,58,52,69302102152780745943296654324699988155
987,988,False,Dodge Durango,Dodge,"57,000 miles",36998,Durango R/T,2021 Dodge,carmax,57000,36998,Durango,R/T,2021,2021-dodge-durango-r/t,69302102152780745943296654324699988155,365,390,5.7,8,112,5.8,14.3,98,2040,petrol,14,68,58,52,69302102152780745943296654324699988155
988,989,False,Dodge Durango,Dodge,"37,000 miles",34998,Durango R/T,2021 Dodge,carmax,37000,34998,Durango,R/T,2021,2021-dodge-durango-r/t,69302102152780745943296654324699988155,365,390,5.7,8,112,5.8,14.3,98,2040,petrol,14,68,58,52,69302102152780745943296654324699988155
989,990,False,Dodge Durango,Dodge,"50,000 miles",23998,Durango SXT,2021 Dodge,carmax,50000,23998,Durango,SXT,2021,2021-dodge-durango-sxt,323458365479474035353990794690981698449,295,260,3.6,6,118,6.9,15.3,94,1950,Petrol,19,68,58,52,323458365479474035353990794690981698449
990,991,False,Dodge Durango,Dodge,"46,000 miles",23998,Durango SXT,2021 Dodge,carmax,46000,23998,Durango,SXT,2021,2021-dodge-durango-sxt,323458365479474035353990794690981698449,295,260,3.6,6,118,6.9,15.3,94,1950,Petrol,19,68,58,52,323458365479474035353990794690981698449
991,992,False,Dodge Durango,Dodge,"43,000 miles",27998,Durango SXT,2021 Dodge,carmax,43000,27998,Durango,SXT,2021,2021-dodge-durango-sxt,323458365479474035353990794690981698449,295,260,3.6,6,118,6.9,15.3,94,1950,Petrol,19,68,58,52,323458365479474035353990794690981698449
992,993,False,Dodge Durango,Dodge,"52,000 miles",27998,Durango SXT Plus,2021 Dodge,carmax,52000,27998,Durango,SXT Plus,2021,2021-dodge-durango-sxt plus,179704367676399292809260789866776683083,299,260,3.6,6,118,7.2,15.6,93,1970,petrol,19,66,55,50,179704367676399292809260789866776683083
993,994,False,Dodge Durango,Dodge,"56,000 miles",28998,Durango SXT Plus,2021 Dodge,carmax,56000,28998,Durango,SXT Plus,2021,2021-dodge-durango-sxt plus,179704367676399292809260789866776683083,299,260,3.6,6,118,7.2,15.6,93,1970,petrol,19,66,55,50,179704367676399292809260789866776683083
994,995,False,Dodge Durango,Dodge,"53,000 miles",26998,Durango SXT Plus,2021 Dodge,carmax,53000,26998,Durango,SXT Plus,2021,2021-dodge-durango-sxt plus,179704367676399292809260789866776683083,299,260,3.6,6,118,7.2,15.6,93,1970,petrol,19,66,55,50,179704367676399292809260789866776683083
995,996,False,Ford Mustang,Ford,"32,000 miles",23998,Mustang Ecoboost,2021 Ford,carmax,32000,23998,Mustang,Ecoboost,2021,2021-ford-mustang-ecoboost,215651356098584700362243930172041721543,314,350,2.3,4,140,5.2,13.7,104,1565,Petrol,26,67,47,62,215651356098584700362243930172041721543
996,997,False,Ford Mustang,Ford,"24,000 miles",25998,Mustang Ecoboost,2021 Ford,carmax,24000,25998,Mustang,Ecoboost,2021,2021-ford-mustang-ecoboost,215651356098584700362243930172041721543,314,350,2.3,4,140,5.2,13.7,104,1565,Petrol,26,67,47,62,215651356098584700362243930172041721543
997,998,False,Ford Mustang,Ford,"37,000 miles",25998,Mustang Ecoboost,2021 Ford,carmax,37000,25998,Mustang,Ecoboost,2021,2021-ford-mustang-ecoboost,215651356098584700362243930172041721543,314,350,2.3,4,140,5.2,13.7,104,1565,Petrol,26,67,47,62,215651356098584700362243930172041721543
998,999,False,Ford Mustang,Ford,"7,000 miles",27998,Mustang Ecoboost,2021 Ford,carmax,7000,27998,Mustang,Ecoboost,2021,2021-ford-mustang-ecoboost,215651356098584700362243930172041721543,314,350,2.3,4,140,5.2,13.7,104,1565,Petrol,26,67,47,62,215651356098584700362243930172041721543
999,1000,False,Ford Mustang,Ford,"35,000 miles",28998,Mustang Ecoboost,2021 Ford,carmax,35000,28998,Mustang,Ecoboost,2021,2021-ford-mustang-ecoboost,215651356098584700362243930172041721543,314,350,2.3,4,140,5.2,13.7,104,1565,Petrol,26,67,47,62,215651356098584700362243930172041721543
1000,1001,False,Ford Mustang,Ford,"35,000 miles",25998,Mustang Ecoboost,2021 Ford,carmax,35000,25998,Mustang,Ecoboost,2021,2021-ford-mustang-ecoboost,215651356098584700362243930172041721543,314,350,2.3,4,140,5.2,13.7,104,1565,Petrol,26,67,47,62,215651356098584700362243930172041721543
1001,1002,False,Ford Mustang,Ford,"24,000 miles",24998,Mustang Ecoboost,2021 Ford,carmax,24000,24998,Mustang,Ecoboost,2021,2021-ford-mustang-ecoboost,215651356098584700362243930172041721543,314,350,2.3,4,140,5.2,13.7,104,1565,Petrol,26,67,47,62,215651356098584700362243930172041721543
1002,1003,False,Ford Mustang,Ford,"5,000 miles",27998,Mustang Ecoboost,2021 Ford,carmax,5000,27998,Mustang,Ecoboost,2021,2021-ford-mustang-ecoboost,215651356098584700362243930172041721543,314,350,2.3,4,140,5.2,13.7,104,1565,Petrol,26,67,47,62,215651356098584700362243930172041721543
1003,1004,False,Ford Mustang,Ford,"19,000 miles",25998,Mustang Ecoboost,2021 Ford,carmax,19000,25998,Mustang,Ecoboost,2021,2021-ford-mustang-ecoboost,215651356098584700362243930172041721543,314,350,2.3,4,140,5.2,13.7,104,1565,Petrol,26,67,47,62,215651356098584700362243930172041721543
1004,1005,False,Ford Mustang,Ford,"24,000 miles",25998,Mustang Ecoboost,2021 Ford,carmax,24000,25998,Mustang,Ecoboost,2021,2021-ford-mustang-ecoboost,215651356098584700362243930172041721543,314,350,2.3,4,140,5.2,13.7,104,1565,Petrol,26,67,47,62,215651356098584700362243930172041721543
1005,1006,False,Ford Mustang,Ford,"25,000 miles",25998,Mustang Ecoboost,2021 Ford,carmax,25000,25998,Mustang,Ecoboost,2021,2021-ford-mustang-ecoboost,215651356098584700362243930172041721543,314,350,2.3,4,140,5.2,13.7,104,1565,Petrol,26,67,47,62,215651356098584700362243930172041721543
1006,1007,False,Ford Mustang,Ford,"49,000 miles",23998,Mustang Ecoboost,2021 Ford,carmax,49000,23998,Mustang,Ecoboost,2021,2021-ford-mustang-ecoboost,215651356098584700362243930172041721543,314,350,2.3,4,140,5.2,13.7,104,1565,Petrol,26,67,47,62,215651356098584700362243930172041721543
1007,1008,False,Ford Mustang,Ford,"27,000 miles",26998,Mustang Ecoboost,2021 Ford,carmax,27000,26998,Mustang,Ecoboost,2021,2021-ford-mustang-ecoboost,215651356098584700362243930172041721543,314,350,2.3,4,140,5.2,13.7,104,1565,Petrol,26,67,47,62,215651356098584700362243930172041721543
1008,1009,False,Ford Mustang,Ford,"25,000 miles",26998,Mustang Ecoboost,2021 Ford,carmax,25000,26998,Mustang,Ecoboost,2021,2021-ford-mustang-ecoboost,215651356098584700362243930172041721543,314,350,2.3,4,140,5.2,13.7,104,1565,Petrol,26,67,47,62,215651356098584700362243930172041721543
1009,1010,False,Ford Mustang,Ford,"21,000 miles",26998,Mustang Ecoboost,2021 Ford,carmax,21000,26998,Mustang,Ecoboost,2021,2021-ford-mustang-ecoboost,215651356098584700362243930172041721543,314,350,2.3,4,140,5.2,13.7,104,1565,Petrol,26,67,47,62,215651356098584700362243930172041721543
1010,1011,False,Ford Mustang,Ford,"54,000 miles",23998,Mustang Ecoboost Premium,2021 Ford,carmax,54000,23998,Mustang,Ecoboost Premium,2021,2021-ford-mustang-ecoboost premium,99607190331703967110776614095074339328,314,350,2.3,4,147,5.1,13.6,105,1542,petrol,22,67,73,66,99607190331703967110776614095074339328
1011,1012,False,Ford Mustang,Ford,"56,000 miles",24998,Mustang Ecoboost Premium,2021 Ford,carmax,56000,24998,Mustang,Ecoboost Premium,2021,2021-ford-mustang-ecoboost premium,99607190331703967110776614095074339328,314,350,2.3,4,147,5.1,13.6,105,1542,petrol,22,67,73,66,99607190331703967110776614095074339328
1012,1013,False,Ford Mustang,Ford,"46,000 miles",24998,Mustang Ecoboost Premium,2021 Ford,carmax,46000,24998,Mustang,Ecoboost Premium,2021,2021-ford-mustang-ecoboost premium,99607190331703967110776614095074339328,314,350,2.3,4,147,5.1,13.6,105,1542,petrol,22,67,73,66,99607190331703967110776614095074339328
1013,1014,False,Ford Mustang,Ford,"37,000 miles",27998,Mustang Ecoboost Premium,2021 Ford,carmax,37000,27998,Mustang,Ecoboost Premium,2021,2021-ford-mustang-ecoboost premium,99607190331703967110776614095074339328,314,350,2.3,4,147,5.1,13.6,105,1542,petrol,22,67,73,66,99607190331703967110776614095074339328
1014,1015,False,Ford Mustang,Ford,"75,000 miles",22998,Mustang Ecoboost Premium,2021 Ford,carmax,75000,22998,Mustang,Ecoboost Premium,2021,2021-ford-mustang-ecoboost premium,99607190331703967110776614095074339328,314,350,2.3,4,147,5.1,13.6,105,1542,petrol,22,67,73,66,99607190331703967110776614095074339328
1015,1016,False,Ford Mustang,Ford,"34,000 miles",27998,Mustang Ecoboost Premium,2021 Ford,carmax,34000,27998,Mustang,Ecoboost Premium,2021,2021-ford-mustang-ecoboost premium,99607190331703967110776614095074339328,314,350,2.3,4,147,5.1,13.6,105,1542,petrol,22,67,73,66,99607190331703967110776614095074339328
1016,1017,False,Ford Mustang,Ford,"40,000 miles",24998,Mustang Ecoboost Premium,2021 Ford,carmax,40000,24998,Mustang,Ecoboost Premium,2021,2021-ford-mustang-ecoboost premium,99607190331703967110776614095074339328,314,350,2.3,4,147,5.1,13.6,105,1542,petrol,22,67,73,66,99607190331703967110776614095074339328
1017,1018,False,Ford Mustang,Ford,"16,000 miles",28998,Mustang Ecoboost Premium,2021 Ford,carmax,16000,28998,Mustang,Ecoboost Premium,2021,2021-ford-mustang-ecoboost premium,99607190331703967110776614095074339328,314,350,2.3,4,147,5.1,13.6,105,1542,petrol,22,67,73,66,99607190331703967110776614095074339328
1018,1019,False,Ford Mustang,Ford,"48,000 miles",24998,Mustang Ecoboost Premium,2021 Ford,carmax,48000,24998,Mustang,Ecoboost Premium,2021,2021-ford-mustang-ecoboost premium,99607190331703967110776614095074339328,314,350,2.3,4,147,5.1,13.6,105,1542,petrol,22,67,73,66,99607190331703967110776614095074339328
1019,1020,False,Ford Mustang,Ford,"41,000 miles",27998,Mustang Ecoboost Premium,2021 Ford,carmax,41000,27998,Mustang,Ecoboost Premium,2021,2021-ford-mustang-ecoboost premium,99607190331703967110776614095074339328,314,350,2.3,4,147,5.1,13.6,105,1542,petrol,22,67,73,66,99607190331703967110776614095074339328
1020,1021,False,Ford Mustang,Ford,"30,000 miles",26998,Mustang Ecoboost Premium,2021 Ford,carmax,30000,26998,Mustang,Ecoboost Premium,2021,2021-ford-mustang-ecoboost premium,99607190331703967110776614095074339328,314,350,2.3,4,147,5.1,13.6,105,1542,petrol,22,67,73,66,99607190331703967110776614095074339328
1021,1022,False,Ford Mustang,Ford,"112,000 miles",18998,Mustang Ecoboost Premium,2021 Ford,carmax,112000,18998,Mustang,Ecoboost Premium,2021,2021-ford-mustang-ecoboost premium,99607190331703967110776614095074339328,314,350,2.3,4,147,5.1,13.6,105,1542,petrol,22,67,73,66,99607190331703967110776614095074339328
1022,1023,False,Ford Mustang,Ford,"22,000 miles",29998,Mustang Ecoboost Premium,2021 Ford,carmax,22000,29998,Mustang,Ecoboost Premium,2021,2021-ford-mustang-ecoboost premium,99607190331703967110776614095074339328,314,350,2.3,4,147,5.1,13.6,105,1542,petrol,22,67,73,66,99607190331703967110776614095074339328
1023,1024,False,Ford Mustang,Ford,"63,000 miles",23998,Mustang Ecoboost Premium,2021 Ford,carmax,63000,23998,Mustang,Ecoboost Premium,2021,2021-ford-mustang-ecoboost premium,99607190331703967110776614095074339328,314,350,2.3,4,147,5.1,13.6,105,1542,petrol,22,67,73,66,99607190331703967110776614095074339328
1024,1025,False,Ford Mustang,Ford,"16,000 miles",28998,Mustang Ecoboost Premium,2021 Ford,carmax,16000,28998,Mustang,Ecoboost Premium,2021,2021-ford-mustang-ecoboost premium,99607190331703967110776614095074339328,314,350,2.3,4,147,5.1,13.6,105,1542,petrol,22,67,73,66,99607190331703967110776614095074339328
1025,1026,False,Ford Mustang,Ford,"22,000 miles",26998,Mustang Ecoboost Premium,2021 Ford,carmax,22000,26998,Mustang,Ecoboost Premium,2021,2021-ford-mustang-ecoboost premium,99607190331703967110776614095074339328,314,350,2.3,4,147,5.1,13.6,105,1542,petrol,22,67,73,66,99607190331703967110776614095074339328
1026,1027,False,Ford Mustang,Ford,"43,000 miles",32998,Mustang GT,2021 Ford,carmax,43000,32998,Mustang,GT,2021,2021-ford-mustang-gt,30906847143181347273300024446865174976,454,420,5.0,8,155,4.2,12.7,113,1681,petrol,15,68,64,63,30906847143181347273300024446865174976
1027,1028,False,Ford Mustang,Ford,"43,000 miles",30998,Mustang GT,2021 Ford,carmax,43000,30998,Mustang,GT,2021,2021-ford-mustang-gt,30906847143181347273300024446865174976,454,420,5.0,8,155,4.2,12.7,113,1681,petrol,15,68,64,63,30906847143181347273300024446865174976
1028,1029,False,Ford Mustang,Ford,"29,000 miles",33998,Mustang GT,2021 Ford,carmax,29000,33998,Mustang,GT,2021,2021-ford-mustang-gt,30906847143181347273300024446865174976,454,420,5.0,8,155,4.2,12.7,113,1681,petrol,15,68,64,63,30906847143181347273300024446865174976
1029,1030,False,Ford Mustang,Ford,"14,000 miles",33998,Mustang GT,2021 Ford,carmax,14000,33998,Mustang,GT,2021,2021-ford-mustang-gt,30906847143181347273300024446865174976,454,420,5.0,8,155,4.2,12.7,113,1681,petrol,15,68,64,63,30906847143181347273300024446865174976
1030,1031,False,Ford Mustang,Ford,"10,000 miles",35998,Mustang GT,2021 Ford,carmax,10000,35998,Mustang,GT,2021,2021-ford-mustang-gt,30906847143181347273300024446865174976,454,420,5.0,8,155,4.2,12.7,113,1681,petrol,15,68,64,63,30906847143181347273300024446865174976
1031,1032,False,Ford Mustang,Ford,"39,000 miles",30998,Mustang GT,2021 Ford,carmax,39000,30998,Mustang,GT,2021,2021-ford-mustang-gt,30906847143181347273300024446865174976,454,420,5.0,8,155,4.2,12.7,113,1681,petrol,15,68,64,63,30906847143181347273300024446865174976
1032,1033,False,Ford Mustang,Ford,"86,000 miles",28998,Mustang GT,2021 Ford,carmax,86000,28998,Mustang,GT,2021,2021-ford-mustang-gt,30906847143181347273300024446865174976,454,420,5.0,8,155,4.2,12.7,113,1681,petrol,15,68,64,63,30906847143181347273300024446865174976
1033,1034,False,Ford Mustang,Ford,"59,000 miles",29998,Mustang GT,2021 Ford,carmax,59000,29998,Mustang,GT,2021,2021-ford-mustang-gt,30906847143181347273300024446865174976,454,420,5.0,8,155,4.2,12.7,113,1681,petrol,15,68,64,63,30906847143181347273300024446865174976
1034,1035,False,Ford Mustang,Ford,"11,000 miles",35998,Mustang GT,2021 Ford,carmax,11000,35998,Mustang,GT,2021,2021-ford-mustang-gt,30906847143181347273300024446865174976,454,420,5.0,8,155,4.2,12.7,113,1681,petrol,15,68,64,63,30906847143181347273300024446865174976
1035,1036,False,Ford Mustang,Ford,"36,000 miles",32998,Mustang GT,2021 Ford,carmax,36000,32998,Mustang,GT,2021,2021-ford-mustang-gt,30906847143181347273300024446865174976,454,420,5.0,8,155,4.2,12.7,113,1681,petrol,15,68,64,63,30906847143181347273300024446865174976
1036,1037,False,Ford Mustang,Ford,"35,000 miles",37998,Mustang GT Premium,2021 Ford,carmax,35000,37998,Mustang,GT Premium,2021,2021-ford-mustang-gt premium,42055457874489535919690402459852948364,460,420,5.0,8,155,4.2,12.7,112,1680,petrol,15,66,63,68,42055457874489535919690402459852948364
1037,1038,False,Ford Mustang,Ford,"14,000 miles",39998,Mustang GT Premium,2021 Ford,carmax,14000,39998,Mustang,GT Premium,2021,2021-ford-mustang-gt premium,42055457874489535919690402459852948364,460,420,5.0,8,155,4.2,12.7,112,1680,petrol,15,66,63,68,42055457874489535919690402459852948364
1038,1039,False,Ford Mustang,Ford,"37,000 miles",36998,Mustang GT Premium,2021 Ford,carmax,37000,36998,Mustang,GT Premium,2021,2021-ford-mustang-gt premium,42055457874489535919690402459852948364,460,420,5.0,8,155,4.2,12.7,112,1680,petrol,15,66,63,68,42055457874489535919690402459852948364
1039,1040,False,Ford Mustang,Ford,"18,000 miles",39998,Mustang GT Premium,2021 Ford,carmax,18000,39998,Mustang,GT Premium,2021,2021-ford-mustang-gt premium,42055457874489535919690402459852948364,460,420,5.0,8,155,4.2,12.7,112,1680,petrol,15,66,63,68,42055457874489535919690402459852948364
1040,1041,False,Ford Mustang,Ford,"39,000 miles",33998,Mustang GT Premium,2021 Ford,carmax,39000,33998,Mustang,GT Premium,2021,2021-ford-mustang-gt premium,42055457874489535919690402459852948364,460,420,5.0,8,155,4.2,12.7,112,1680,petrol,15,66,63,68,42055457874489535919690402459852948364
1041,1042,False,Ford Mustang,Ford,"3,000 miles",38998,Mustang GT Premium,2021 Ford,carmax,3000,38998,Mustang,GT Premium,2021,2021-ford-mustang-gt premium,42055457874489535919690402459852948364,460,420,5.0,8,155,4.2,12.7,112,1680,petrol,15,66,63,68,42055457874489535919690402459852948364
1042,1043,False,Ford Mustang,Ford,"12,000 miles",37998,Mustang GT Premium,2021 Ford,carmax,12000,37998,Mustang,GT Premium,2021,2021-ford-mustang-gt premium,42055457874489535919690402459852948364,460,420,5.0,8,155,4.2,12.7,112,1680,petrol,15,66,63,68,42055457874489535919690402459852948364
1043,1044,False,Ford Mustang,Ford,"15,000 miles",36998,Mustang GT Premium,2021 Ford,carmax,15000,36998,Mustang,GT Premium,2021,2021-ford-mustang-gt premium,42055457874489535919690402459852948364,460,420,5.0,8,155,4.2,12.7,112,1680,petrol,15,66,63,68,42055457874489535919690402459852948364
1044,1045,False,Ford Mustang,Ford,"20,000 miles",36998,Mustang GT Premium,2021 Ford,carmax,20000,36998,Mustang,GT Premium,2021,2021-ford-mustang-gt premium,42055457874489535919690402459852948364,460,420,5.0,8,155,4.2,12.7,112,1680,petrol,15,66,63,68,42055457874489535919690402459852948364
1045,1046,False,Ford Mustang,Ford,"36,000 miles",36998,Mustang GT Premium,2021 Ford,carmax,36000,36998,Mustang,GT Premium,2021,2021-ford-mustang-gt premium,42055457874489535919690402459852948364,460,420,5.0,8,155,4.2,12.7,112,1680,petrol,15,66,63,68,42055457874489535919690402459852948364
1046,1047,False,Ford Mustang,Ford,"2,000 miles",39998,Mustang GT Premium,2021 Ford,carmax,2000,39998,Mustang,GT Premium,2021,2021-ford-mustang-gt premium,42055457874489535919690402459852948364,460,420,5.0,8,155,4.2,12.7,112,1680,petrol,15,66,63,68,42055457874489535919690402459852948364
1047,1048,False,Ford Mustang,Ford,"7,000 miles",42998,Mustang GT Premium,2021 Ford,carmax,7000,42998,Mustang,GT Premium,2021,2021-ford-mustang-gt premium,42055457874489535919690402459852948364,460,420,5.0,8,155,4.2,12.7,112,1680,petrol,15,66,63,68,42055457874489535919690402459852948364
1048,1049,False,Ford Mustang,Ford,"13,000 miles",40998,Mustang GT Premium,2021 Ford,carmax,13000,40998,Mustang,GT Premium,2021,2021-ford-mustang-gt premium,42055457874489535919690402459852948364,460,420,5.0,8,155,4.2,12.7,112,1680,petrol,15,66,63,68,42055457874489535919690402459852948364
1049,1050,False,Ford Mustang,Ford,"24,000 miles",36998,Mustang GT Premium,2021 Ford,carmax,24000,36998,Mustang,GT Premium,2021,2021-ford-mustang-gt premium,42055457874489535919690402459852948364,460,420,5.0,8,155,4.2,12.7,112,1680,petrol,15,66,63,68,42055457874489535919690402459852948364
1050,1051,False,Ford Mustang,Ford,"12,000 miles",38998,Mustang GT Premium,2021 Ford,carmax,12000,38998,Mustang,GT Premium,2021,2021-ford-mustang-gt premium,42055457874489535919690402459852948364,460,420,5.0,8,155,4.2,12.7,112,1680,petrol,15,66,63,68,42055457874489535919690402459852948364
1051,1052,False,Ford Mustang,Ford,"15,000 miles",39998,Mustang GT Premium,2021 Ford,carmax,15000,39998,Mustang,GT Premium,2021,2021-ford-mustang-gt premium,42055457874489535919690402459852948364,460,420,5.0,8,155,4.2,12.7,112,1680,petrol,15,66,63,68,42055457874489535919690402459852948364
1052,1053,False,Ford Mustang,Ford,"34,000 miles",36998,Mustang GT Premium,2021 Ford,carmax,34000,36998,Mustang,GT Premium,2021,2021-ford-mustang-gt premium,42055457874489535919690402459852948364,460,420,5.0,8,155,4.2,12.7,112,1680,petrol,15,66,63,68,42055457874489535919690402459852948364
1053,1054,False,Ford Mustang,Ford,"40,000 miles",34998,Mustang GT Premium,2021 Ford,carmax,40000,34998,Mustang,GT Premium,2021,2021-ford-mustang-gt premium,42055457874489535919690402459852948364,460,420,5.0,8,155,4.2,12.7,112,1680,petrol,15,66,63,68,42055457874489535919690402459852948364
1054,1055,False,Ford Mustang,Ford,"51,000 miles",34998,Mustang GT Premium,2021 Ford,carmax,51000,34998,Mustang,GT Premium,2021,2021-ford-mustang-gt premium,42055457874489535919690402459852948364,460,420,5.0,8,155,4.2,12.7,112,1680,petrol,15,66,63,68,42055457874489535919690402459852948364
1055,1056,False,Ford Mustang,Ford,"7,000 miles",40998,Mustang GT Premium,2021 Ford,carmax,7000,40998,Mustang,GT Premium,2021,2021-ford-mustang-gt premium,42055457874489535919690402459852948364,460,420,5.0,8,155,4.2,12.7,112,1680,petrol,15,66,63,68,42055457874489535919690402459852948364
1056,1057,False,Ford Mustang,Ford,"47,000 miles",34998,Mustang GT Premium,2021 Ford,carmax,47000,34998,Mustang,GT Premium,2021,2021-ford-mustang-gt premium,42055457874489535919690402459852948364,460,420,5.0,8,155,4.2,12.7,112,1680,petrol,15,66,63,68,42055457874489535919690402459852948364
1057,1058,False,Ford Mustang,Ford,"5,000 miles",53998,Mustang Mach 1,2021 Ford,carmax,5000,53998,Mustang,Mach 1,2021,2021-ford-mustang-mach 1,71211939103123813679412653145771772492,480,418,5.0,8,185,3.8,12.0,118,1724,petrol,14,67,56,68,71211939103123813679412653145771772492
1058,1059,False,Ford Mustang,Ford,"26,000 miles",50998,Mustang Mach 1,2021 Ford,carmax,26000,50998,Mustang,Mach 1,2021,2021-ford-mustang-mach 1,71211939103123813679412653145771772492,480,418,5.0,8,185,3.8,12.0,118,1724,petrol,14,67,56,68,71211939103123813679412653145771772492
1059,1060,False,Ford Mustang,Ford,"7,000 miles",53998,Mustang Mach 1,2021 Ford,carmax,7000,53998,Mustang,Mach 1,2021,2021-ford-mustang-mach 1,71211939103123813679412653145771772492,480,418,5.0,8,185,3.8,12.0,118,1724,petrol,14,67,56,68,71211939103123813679412653145771772492
1060,1061,False,Ford Mustang,Ford,"40,000 miles",46998,Mustang Mach 1,2021 Ford,carmax,40000,46998,Mustang,Mach 1,2021,2021-ford-mustang-mach 1,71211939103123813679412653145771772492,480,418,5.0,8,185,3.8,12.0,118,1724,petrol,14,67,56,68,71211939103123813679412653145771772492
1061,1062,False,Ford Mustang,Ford,"66,000 miles",43998,Mustang Mach 1,2021 Ford,carmax,66000,43998,Mustang,Mach 1,2021,2021-ford-mustang-mach 1,71211939103123813679412653145771772492,480,418,5.0,8,185,3.8,12.0,118,1724,petrol,14,67,56,68,71211939103123813679412653145771772492
1062,1063,False,Ford Mustang,Ford,"24,000 miles",79998,Mustang Shelby GT500,2021 Ford,carmax,24000,79998,Mustang,Shelby GT500,2021,2021-ford-mustang-shelby gt500,20932752520135413662254071863183571444,750,625,5.2,8,180,3.3,11.2,125,1769,petrol,10,76,54,61,20932752520135413662254071863183571444
