Unnamed: 0,gm,make_model,make,mileage_raw,price_raw,model_trim_raw,year_make_raw,platform,mileage,price,model,trim,year,car_key,car_id
1,False,Mercedes-Benz C63 AMG,Mercedes-Benz,"13,000 miles",63998,C63 AMG,2021 Mercedes-Benz,carmax,13000,63998,C63 AMG,-,2021,2021-mercedes-benz-c63 amg--,169962526399295524114786929276035529503
2,False,Mercedes-Benz C63 AMG,Mercedes-Benz,"29,000 miles",47998,C63 AMG,2019 Mercedes-Benz,carmax,29000,47998,C63 AMG,-,2019,2019-mercedes-benz-c63 amg--,333502209770601666188971592563865766441
3,False,Mercedes-Benz C63 AMG,Mercedes-Benz,"70,000 miles",33998,C63 AMG,2016 Mercedes-Benz,carmax,70000,33998,C63 AMG,-,2016,2016-mercedes-benz-c63 amg--,2793621948840149966892463119152932027
4,False,Mercedes-Benz C63 AMG,Mercedes-Benz,"18,000 miles",59998,C63 AMG S,2018 Mercedes-Benz,carmax,18000,59998,C63 AMG,S,2018,2018-mercedes-benz-c63 amg-s,94219878956263099775820655582464551438
5,False,Mercedes-Benz C63 AMG,Mercedes-Benz,"35,000 miles",45998,C63 AMG S,2018 Mercedes-Benz,carmax,35000,45998,C63 AMG,S,2018,2018-mercedes-benz-c63 amg-s,94219878956263099775820655582464551438
6,False,Mercedes-Benz C63 AMG,Mercedes-Benz,"14,000 miles",55998,C63 AMG S,2019 Mercedes-Benz,carmax,14000,55998,C63 AMG,S,2019,2019-mercedes-benz-c63 amg-s,155560967847961186592180063588023320797
7,False,Mercedes-Benz C63 AMG,Mercedes-Benz,"51,000 miles",54998,C63 AMG S,2021 Mercedes-Benz,carmax,51000,54998,C63 AMG,S,2021,2021-mercedes-benz-c63 amg-s,30009612326940320544442775576528772094
8,False,Mercedes-Benz C63 AMG,Mercedes-Benz,"27,000 miles",50998,C63 AMG S,2018 Mercedes-Benz,carmax,27000,50998,C63 AMG,S,2018,2018-mercedes-benz-c63 amg-s,94219878956263099775820655582464551438
9,False,Mercedes-Benz C63 AMG,Mercedes-Benz,"39,000 miles",57998,C63 AMG S,2021 Mercedes-Benz,carmax,39000,57998,C63 AMG,S,2021,2021-mercedes-benz-c63 amg-s,30009612326940320544442775576528772094
10,False,Mercedes-Benz C63 AMG,Mercedes-Benz,"56,000 miles",42998,C63 AMG S,2020 Mercedes-Benz,carmax,56000,42998,C63 AMG,S,2020,2020-mercedes-benz-c63 amg-s,51488775112903712884063559652535912914
11,False,Mercedes-Benz C63 AMG,Mercedes-Benz,"59,000 miles",40998,C63 AMG S,2017 Mercedes-Benz,carmax,59000,40998,C63 AMG,S,2017,2017-mercedes-benz-c63 amg-s,241266240036630283759667839557420338634
12,False,Mercedes-Benz C63 AMG,Mercedes-Benz,"26,000 miles",58998,C63 AMG S,2020 Mercedes-Benz,carmax,26000,58998,C63 AMG,S,2020,2020-mercedes-benz-c63 amg-s,51488775112903712884063559652535912914
13,False,Mercedes-Benz C63 AMG,Mercedes-Benz,"12,000 miles",56998,C63 AMG S,2018 Mercedes-Benz,carmax,12000,56998,C63 AMG,S,2018,2018-mercedes-benz-c63 amg-s,94219878956263099775820655582464551438
14,False,Dodge Challenger,Dodge,"77,000 miles",15998,Challenger SXT,2013 Dodge,carmax,77000,15998,Challenger,SXT,2013,2013-dodge-challenger-sxt,250783180257965280736084137949845065838
15,False,Dodge Challenger,Dodge,"24,000 miles",19998,Challenger SXT Plus,2013 Dodge,carmax,24000,19998,Challenger,SXT Plus,2013,2013-dodge-challenger-sxt plus,28956807922673281206469693564945277676
16,False,Dodge Durango,Dodge,"20,000 miles",39998,Durango GT,2024 Dodge,carmax,20000,39998,Durango,GT,2024,2024-dodge-durango-gt,321556716592598379867277866858627370642
17,False,Dodge Durango,Dodge,"11,000 miles",34998,Durango GT,2025 Dodge,carmax,11000,34998,Durango,GT,2025,2025-dodge-durango-gt,65020351222036271895229060638285490529
18,False,Dodge Durango,Dodge,"8,000 miles",37998,Durango GT,2025 Dodge,carmax,8000,37998,Durango,GT,2025,2025-dodge-durango-gt,65020351222036271895229060638285490529
19,False,Dodge Durango,Dodge,"24,000 miles",36998,Durango GT Plus,2024 Dodge,carmax,24000,36998,Durango,GT Plus,2024,2024-dodge-durango-gt plus,20282666564548757058709739980391533618
20,False,Dodge Durango,Dodge,"47,000 miles",31998,Durango GT Plus,2024 Dodge,carmax,47000,31998,Durango,GT Plus,2024,2024-dodge-durango-gt plus,20282666564548757058709739980391533618
21,False,Dodge Durango,Dodge,"5,000 miles",39998,Durango GT Plus,2024 Dodge,carmax,5000,39998,Durango,GT Plus,2024,2024-dodge-durango-gt plus,20282666564548757058709739980391533618
22,False,Dodge Durango,Dodge,"20,000 miles",35998,Durango GT Plus,2024 Dodge,carmax,20000,35998,Durango,GT Plus,2024,2024-dodge-durango-gt plus,20282666564548757058709739980391533618
23,False,Dodge Durango,Dodge,"2,000 miles",42998,Durango GT Plus,2025 Dodge,carmax,2000,42998,Durango,GT Plus,2025,2025-dodge-durango-gt plus,339478236200923910223355845143096501222
24,False,Dodge Durango,Dodge,"6,000 miles",57998,Durango R/T 20th Anniversary Premium,2025 Dodge,carmax,6000,57998,Durango,R/T 20th Anniversary Premium,2025,2025-dodge-durango-r/t 20th anniversary premium,89921093069632655901469576939275512018
25,False,Dodge Durango,Dodge,"8,000 miles",44998,Durango R/T Plus,2024 Dodge,carmax,8000,44998,Durango,R/T Plus,2024,2024-dodge-durango-r/t plus,22063806238281559026760007240667372282
26,False,Dodge Durango,Dodge,"5,000 miles",51998,Durango R/T Plus,2025 Dodge,carmax,5000,51998,Durango,R/T Plus,2025,2025-dodge-durango-r/t plus,104432224728578173866516550420620949244
27,False,Dodge Durango,Dodge,"17,000 miles",63998,Durango SRT 392,2024 Dodge,carmax,17000,63998,Durango,SRT 392,2024,2024-dodge-durango-srt 392,236852597465018059044140759437543709041
28,False,Ford Mustang,Ford,"90,000 miles",15998,Mustang,2013 Ford,carmax,90000,15998,Mustang,-,2013,2013-ford-mustang--,293243824410236907799640335432246812711
29,False,Ford Mustang,Ford,"106,000 miles",14998,Mustang,2013 Ford,carmax,106000,14998,Mustang,-,2013,2013-ford-mustang--,293243824410236907799640335432246812711
30,False,Ford Mustang,Ford,"45,000 miles",26998,Mustang GT,2013 Ford,carmax,45000,26998,Mustang,GT,2013,2013-ford-mustang-gt,145404129069282736831106275119762443141
31,False,Ford Mustang,Ford,"77,000 miles",21998,Mustang GT,2013 Ford,carmax,77000,21998,Mustang,GT,2013,2013-ford-mustang-gt,145404129069282736831106275119762443141
32,False,Ford Mustang,Ford,"21,000 miles",27998,Mustang GT,2013 Ford,carmax,21000,27998,Mustang,GT,2013,2013-ford-mustang-gt,145404129069282736831106275119762443141
33,False,Ford Mustang,Ford,"75,000 miles",25998,Mustang GT Premium,2013 Ford,carmax,75000,25998,Mustang,GT Premium,2013,2013-ford-mustang-gt premium,273478886296771509153432707565619196926
34,False,Ford Mustang,Ford,"110,000 miles",13998,Mustang Premium,2013 Ford,carmax,110000,13998,Mustang,Premium,2013,2013-ford-mustang-premium,330379099409392184108333777078873043371
35,False,Ford Mustang,Ford,"87,000 miles",16998,Mustang Premium,2013 Ford,carmax,87000,16998,Mustang,Premium,2013,2013-ford-mustang-premium,330379099409392184108333777078873043371
36,False,Dodge Challenger,Dodge,"94,000 miles",18998,Challenger 100th Anniversary,2014 Dodge,carmax,94000,18998,Challenger,100th Anniversary,2014,2014-dodge-challenger-100th anniversary,177045750897355823249944645777143749982
37,False,Dodge Challenger,Dodge,"87,000 miles",18998,Challenger R/T,2014 Dodge,carmax,87000,18998,Challenger,R/T,2014,2014-dodge-challenger-r/t,238447452134413521956628681575485605984
38,False,Dodge Challenger,Dodge,"21,000 miles",27998,Challenger R/T Shaker,2014 Dodge,carmax,21000,27998,Challenger,R/T Shaker,2014,2014-dodge-challenger-r/t shaker,322571113635702295401255262995433243386
39,False,Dodge Challenger,Dodge,"52,000 miles",17998,Challenger SXT,2014 Dodge,carmax,52000,17998,Challenger,SXT,2014,2014-dodge-challenger-sxt,258790145987929556483449487232789856550
40,False,Dodge Challenger,Dodge,"126,000 miles",13998,Challenger SXT,2014 Dodge,carmax,126000,13998,Challenger,SXT,2014,2014-dodge-challenger-sxt,258790145987929556483449487232789856550
41,False,Dodge Charger,Dodge,"96,000 miles",19998,Charger R/T,2014 Dodge,carmax,96000,19998,Charger,R/T,2014,2014-dodge-charger-r/t,335180936574964481807503441258402833575
42,False,Dodge Charger,Dodge,"66,000 miles",22998,Charger R/T,2014 Dodge,carmax,66000,22998,Charger,R/T,2014,2014-dodge-charger-r/t,335180936574964481807503441258402833575
43,False,Dodge Charger,Dodge,"93,000 miles",14998,Charger SE,2014 Dodge,carmax,93000,14998,Charger,SE,2014,2014-dodge-charger-se,292086726529675879298491961944413518909
44,False,Dodge Charger,Dodge,"72,000 miles",16998,Charger SE,2014 Dodge,carmax,72000,16998,Charger,SE,2014,2014-dodge-charger-se,292086726529675879298491961944413518909
45,False,Dodge Charger,Dodge,"89,000 miles",14599,Charger SE,2014 Dodge,carmax,89000,14599,Charger,SE,2014,2014-dodge-charger-se,292086726529675879298491961944413518909
46,False,Dodge Charger,Dodge,"63,000 miles",15998,Charger SE,2014 Dodge,carmax,63000,15998,Charger,SE,2014,2014-dodge-charger-se,292086726529675879298491961944413518909
47,False,Dodge Charger,Dodge,"80,000 miles",15998,Charger SXT,2014 Dodge,carmax,80000,15998,Charger,SXT,2014,2014-dodge-charger-sxt,63511000914636305618707866699109791983
48,False,Dodge Durango,Dodge,"90,000 miles",22998,Durango R/T,2014 Dodge,carmax,90000,22998,Durango,R/T,2014,2014-dodge-durango-r/t,233736436337247544467184380255691513539
49,False,Ford Mustang,Ford,"51,000 miles",18998,Mustang,2014 Ford,carmax,51000,18998,Mustang,-,2014,2014-ford-mustang--,110188211052495744949007746070877403245
50,False,Ford Mustang,Ford,"86,000 miles",16998,Mustang,2014 Ford,carmax,86000,16998,Mustang,-,2014,2014-ford-mustang--,110188211052495744949007746070877403245
51,False,Ford Mustang,Ford,"63,000 miles",18998,Mustang,2014 Ford,carmax,63000,18998,Mustang,-,2014,2014-ford-mustang--,110188211052495744949007746070877403245
52,False,Ford Mustang,Ford,"129,000 miles",14599,Mustang,2014 Ford,carmax,129000,14599,Mustang,-,2014,2014-ford-mustang--,110188211052495744949007746070877403245
53,False,Ford Mustang,Ford,"56,000 miles",16998,Mustang,2014 Ford,carmax,56000,16998,Mustang,-,2014,2014-ford-mustang--,110188211052495744949007746070877403245
54,False,Ford Mustang,Ford,"77,000 miles",17998,Mustang,2014 Ford,carmax,77000,17998,Mustang,-,2014,2014-ford-mustang--,110188211052495744949007746070877403245
55,False,Ford Mustang,Ford,"124,000 miles",13599,Mustang,2014 Ford,carmax,124000,13599,Mustang,-,2014,2014-ford-mustang--,110188211052495744949007746070877403245
56,False,Ford Mustang,Ford,"99,000 miles",14998,Mustang,2014 Ford,carmax,99000,14998,Mustang,-,2014,2014-ford-mustang--,110188211052495744949007746070877403245
57,False,Ford Mustang,Ford,"84,000 miles",15998,Mustang,2014 Ford,carmax,84000,15998,Mustang,-,2014,2014-ford-mustang--,110188211052495744949007746070877403245
58,False,Ford Mustang,Ford,"109,000 miles",14599,Mustang,2014 Ford,carmax,109000,14599,Mustang,-,2014,2014-ford-mustang--,110188211052495744949007746070877403245
59,False,Ford Mustang,Ford,"123,000 miles",14599,Mustang,2014 Ford,carmax,123000,14599,Mustang,-,2014,2014-ford-mustang--,110188211052495744949007746070877403245
60,False,Ford Mustang,Ford,"28,000 miles",20998,Mustang,2014 Ford,carmax,28000,20998,Mustang,-,2014,2014-ford-mustang--,110188211052495744949007746070877403245
61,False,Ford Mustang,Ford,"79,000 miles",17998,Mustang,2014 Ford,carmax,79000,17998,Mustang,-,2014,2014-ford-mustang--,110188211052495744949007746070877403245
62,False,Ford Mustang,Ford,"92,000 miles",17998,Mustang,2014 Ford,carmax,92000,17998,Mustang,-,2014,2014-ford-mustang--,110188211052495744949007746070877403245
63,False,Ford Mustang,Ford,"32,000 miles",20998,Mustang,2014 Ford,carmax,32000,20998,Mustang,-,2014,2014-ford-mustang--,110188211052495744949007746070877403245
64,False,Ford Mustang,Ford,"20,000 miles",23998,Mustang,2014 Ford,carmax,20000,23998,Mustang,-,2014,2014-ford-mustang--,110188211052495744949007746070877403245
65,False,Ford Mustang,Ford,"70,000 miles",17998,Mustang,2014 Ford,carmax,70000,17998,Mustang,-,2014,2014-ford-mustang--,110188211052495744949007746070877403245
66,False,Ford Mustang,Ford,"126,000 miles",13998,Mustang,2014 Ford,carmax,126000,13998,Mustang,-,2014,2014-ford-mustang--,110188211052495744949007746070877403245
67,False,Ford Mustang,Ford,"68,000 miles",19998,Mustang,2014 Ford,carmax,68000,19998,Mustang,-,2014,2014-ford-mustang--,110188211052495744949007746070877403245
68,False,Ford Mustang,Ford,"41,000 miles",26998,Mustang GT,2014 Ford,carmax,41000,26998,Mustang,GT,2014,2014-ford-mustang-gt,123804091802662923447956800576575154798
69,False,Ford Mustang,Ford,"55,000 miles",25998,Mustang GT,2014 Ford,carmax,55000,25998,Mustang,GT,2014,2014-ford-mustang-gt,123804091802662923447956800576575154798
70,False,Ford Mustang,Ford,"74,000 miles",25998,Mustang GT,2014 Ford,carmax,74000,25998,Mustang,GT,2014,2014-ford-mustang-gt,123804091802662923447956800576575154798
71,False,Ford Mustang,Ford,"48,000 miles",27998,Mustang GT Premium,2014 Ford,carmax,48000,27998,Mustang,GT Premium,2014,2014-ford-mustang-gt premium,124143509667353246415683210801669159087
72,False,Ford Mustang,Ford,"75,000 miles",27998,Mustang GT Premium,2014 Ford,carmax,75000,27998,Mustang,GT Premium,2014,2014-ford-mustang-gt premium,124143509667353246415683210801669159087
73,False,Ford Mustang,Ford,"33,000 miles",19998,Mustang Premium,2014 Ford,carmax,33000,19998,Mustang,Premium,2014,2014-ford-mustang-premium,135753318476880958313455423713439583479
74,False,Ford Mustang,Ford,"100,000 miles",15998,Mustang Premium,2014 Ford,carmax,100000,15998,Mustang,Premium,2014,2014-ford-mustang-premium,135753318476880958313455423713439583479
75,False,Ford Mustang,Ford,"82,000 miles",16998,Mustang Premium,2014 Ford,carmax,82000,16998,Mustang,Premium,2014,2014-ford-mustang-premium,135753318476880958313455423713439583479
76,False,Ford Mustang,Ford,"86,000 miles",16998,Mustang Premium,2014 Ford,carmax,86000,16998,Mustang,Premium,2014,2014-ford-mustang-premium,135753318476880958313455423713439583479
77,False,Ford Mustang,Ford,"71,000 miles",18998,Mustang Premium,2014 Ford,carmax,71000,18998,Mustang,Premium,2014,2014-ford-mustang-premium,135753318476880958313455423713439583479
78,False,Ford Mustang,Ford,"13,000 miles",21998,Mustang Premium,2014 Ford,carmax,13000,21998,Mustang,Premium,2014,2014-ford-mustang-premium,135753318476880958313455423713439583479
79,False,Ford Mustang,Ford,"84,000 miles",16998,Mustang Premium,2014 Ford,carmax,84000,16998,Mustang,Premium,2014,2014-ford-mustang-premium,135753318476880958313455423713439583479
80,False,Ford Mustang,Ford,"14,000 miles",21998,Mustang Premium,2014 Ford,carmax,14000,21998,Mustang,Premium,2014,2014-ford-mustang-premium,135753318476880958313455423713439583479
81,False,Ford Mustang,Ford,"85,000 miles",15998,Mustang Premium,2014 Ford,carmax,85000,15998,Mustang,Premium,2014,2014-ford-mustang-premium,135753318476880958313455423713439583479
82,False,Ford Mustang,Ford,"48,000 miles",47998,Mustang Shelby GT500,2014 Ford,carmax,48000,47998,Mustang,Shelby GT500,2014,2014-ford-mustang-shelby gt500,308600334320602901371045303367073129800
83,False,Ford Mustang,Ford,"18,000 miles",56998,Mustang Shelby GT500,2014 Ford,carmax,18000,56998,Mustang,Shelby GT500,2014,2014-ford-mustang-shelby gt500,308600334320602901371045303367073129800
84,False,Dodge Challenger,Dodge,"48,000 miles",29998,Challenger 392 Hemi Scat Pack Shaker,2015 Dodge,carmax,48000,29998,Challenger,392 Hemi Scat Pack Shaker,2015,2015-dodge-challenger-392 hemi scat pack shaker,29217384683569265448115852416285916733
85,False,Dodge Challenger,Dodge,"88,000 miles",21998,Challenger R/T,2015 Dodge,carmax,88000,21998,Challenger,R/T,2015,2015-dodge-challenger-r/t,159207876925242481406295957772605777651
86,False,Dodge Challenger,Dodge,"13,000 miles",28998,Challenger R/T Plus,2015 Dodge,carmax,13000,28998,Challenger,R/T Plus,2015,2015-dodge-challenger-r/t plus,203267143942627882832467520391919580518
87,False,Dodge Challenger,Dodge,"10,000 miles",30998,Challenger R/T Plus,2015 Dodge,carmax,10000,30998,Challenger,R/T Plus,2015,2015-dodge-challenger-r/t plus,203267143942627882832467520391919580518
88,False,Dodge Challenger,Dodge,"110,000 miles",22998,Challenger R/T Plus Shaker,2015 Dodge,carmax,110000,22998,Challenger,R/T Plus Shaker,2015,2015-dodge-challenger-r/t plus shaker,171767136489132935589203893879175533319
89,False,Dodge Challenger,Dodge,"4,000 miles",34998,Challenger R/T Scat Pack,2015 Dodge,carmax,4000,34998,Challenger,R/T Scat Pack,2015,2015-dodge-challenger-r/t scat pack,179366648542314817264754864331638959560
90,False,Dodge Challenger,Dodge,"92,000 miles",17998,Challenger SXT,2015 Dodge,carmax,92000,17998,Challenger,SXT,2015,2015-dodge-challenger-sxt,84674619037031948363862679566256703477
91,False,Dodge Challenger,Dodge,"16,000 miles",23998,Challenger SXT,2015 Dodge,carmax,16000,23998,Challenger,SXT,2015,2015-dodge-challenger-sxt,84674619037031948363862679566256703477
92,False,Dodge Challenger,Dodge,"91,000 miles",17998,Challenger SXT,2015 Dodge,carmax,91000,17998,Challenger,SXT,2015,2015-dodge-challenger-sxt,84674619037031948363862679566256703477
93,False,Dodge Challenger,Dodge,"86,000 miles",15998,Challenger SXT,2015 Dodge,carmax,86000,15998,Challenger,SXT,2015,2015-dodge-challenger-sxt,84674619037031948363862679566256703477
94,False,Dodge Challenger,Dodge,"75,000 miles",19998,Challenger SXT,2015 Dodge,carmax,75000,19998,Challenger,SXT,2015,2015-dodge-challenger-sxt,84674619037031948363862679566256703477
95,False,Dodge Challenger,Dodge,"73,000 miles",20998,Challenger SXT,2015 Dodge,carmax,73000,20998,Challenger,SXT,2015,2015-dodge-challenger-sxt,84674619037031948363862679566256703477
96,False,Dodge Challenger,Dodge,"120,000 miles",16998,Challenger SXT,2015 Dodge,carmax,120000,16998,Challenger,SXT,2015,2015-dodge-challenger-sxt,84674619037031948363862679566256703477
97,False,Dodge Challenger,Dodge,"24,000 miles",24998,Challenger SXT Plus,2015 Dodge,carmax,24000,24998,Challenger,SXT Plus,2015,2015-dodge-challenger-sxt plus,109549608740280902524078553718175460904
98,False,Dodge Challenger,Dodge,"20,000 miles",22998,Challenger SXT Plus,2015 Dodge,carmax,20000,22998,Challenger,SXT Plus,2015,2015-dodge-challenger-sxt plus,109549608740280902524078553718175460904
99,False,Dodge Challenger,Dodge,"79,000 miles",19998,Challenger SXT Plus,2015 Dodge,carmax,79000,19998,Challenger,SXT Plus,2015,2015-dodge-challenger-sxt plus,109549608740280902524078553718175460904
100,False,Dodge Charger,Dodge,"103,000 miles",19998,Charger R/T,2015 Dodge,carmax,103000,19998,Charger,R/T,2015,2015-dodge-charger-r/t,63245882446521556197449624881099144305
101,False,Dodge Charger,Dodge,"125,000 miles",16998,Charger R/T,2015 Dodge,carmax,125000,16998,Charger,R/T,2015,2015-dodge-charger-r/t,63245882446521556197449624881099144305
102,False,Dodge Charger,Dodge,"99,000 miles",20998,Charger R/T,2015 Dodge,carmax,99000,20998,Charger,R/T,2015,2015-dodge-charger-r/t,63245882446521556197449624881099144305
103,False,Dodge Charger,Dodge,"44,000 miles",19998,Charger SE,2015 Dodge,carmax,44000,19998,Charger,SE,2015,2015-dodge-charger-se,261262288020488553856725162877162937801
104,False,Dodge Charger,Dodge,"42,000 miles",18998,Charger SE,2015 Dodge,carmax,42000,18998,Charger,SE,2015,2015-dodge-charger-se,261262288020488553856725162877162937801
105,False,Dodge Charger,Dodge,"95,000 miles",15998,Charger SE,2015 Dodge,carmax,95000,15998,Charger,SE,2015,2015-dodge-charger-se,261262288020488553856725162877162937801
106,False,Dodge Charger,Dodge,"97,000 miles",16998,Charger SXT,2015 Dodge,carmax,97000,16998,Charger,SXT,2015,2015-dodge-charger-sxt,156612819343527583103141522664614858256
107,False,Dodge Charger,Dodge,"42,000 miles",21998,Charger SXT,2015 Dodge,carmax,42000,21998,Charger,SXT,2015,2015-dodge-charger-sxt,156612819343527583103141522664614858256
108,False,Dodge Charger,Dodge,"126,000 miles",16998,Charger SXT,2015 Dodge,carmax,126000,16998,Charger,SXT,2015,2015-dodge-charger-sxt,156612819343527583103141522664614858256
109,False,Dodge Charger,Dodge,"108,000 miles",15998,Charger SXT,2015 Dodge,carmax,108000,15998,Charger,SXT,2015,2015-dodge-charger-sxt,156612819343527583103141522664614858256
110,False,Dodge Durango,Dodge,"72,000 miles",26998,Durango R/T,2015 Dodge,carmax,72000,26998,Durango,R/T,2015,2015-dodge-durango-r/t,198384152979219510595728697280380663414
111,False,Ford Mustang,Ford,"20,000 miles",22998,Mustang,2015 Ford,carmax,20000,22998,Mustang,-,2015,2015-ford-mustang--,59508531000232564751877412804639741212
112,False,Ford Mustang,Ford,"109,000 miles",16998,Mustang,2015 Ford,carmax,109000,16998,Mustang,-,2015,2015-ford-mustang--,59508531000232564751877412804639741212
113,False,Ford Mustang,Ford,"122,000 miles",15998,Mustang,2015 Ford,carmax,122000,15998,Mustang,-,2015,2015-ford-mustang--,59508531000232564751877412804639741212
114,False,Ford Mustang,Ford,"68,000 miles",19998,Mustang,2015 Ford,carmax,68000,19998,Mustang,-,2015,2015-ford-mustang--,59508531000232564751877412804639741212
115,False,Ford Mustang,Ford,"26,000 miles",22998,Mustang,2015 Ford,carmax,26000,22998,Mustang,-,2015,2015-ford-mustang--,59508531000232564751877412804639741212
116,False,Ford Mustang,Ford,"109,000 miles",15998,Mustang,2015 Ford,carmax,109000,15998,Mustang,-,2015,2015-ford-mustang--,59508531000232564751877412804639741212
117,False,Ford Mustang,Ford,"67,000 miles",19998,Mustang,2015 Ford,carmax,67000,19998,Mustang,-,2015,2015-ford-mustang--,59508531000232564751877412804639741212
118,False,Ford Mustang,Ford,"68,000 miles",19998,Mustang,2015 Ford,carmax,68000,19998,Mustang,-,2015,2015-ford-mustang--,59508531000232564751877412804639741212
119,False,Ford Mustang,Ford,"117,000 miles",15998,Mustang,2015 Ford,carmax,117000,15998,Mustang,-,2015,2015-ford-mustang--,59508531000232564751877412804639741212
120,False,Ford Mustang,Ford,"39,000 miles",20998,Mustang,2015 Ford,carmax,39000,20998,Mustang,-,2015,2015-ford-mustang--,59508531000232564751877412804639741212
121,False,Ford Mustang,Ford,"60,000 miles",19998,Mustang,2015 Ford,carmax,60000,19998,Mustang,-,2015,2015-ford-mustang--,59508531000232564751877412804639741212
122,False,Ford Mustang,Ford,"78,000 miles",17998,Mustang,2015 Ford,carmax,78000,17998,Mustang,-,2015,2015-ford-mustang--,59508531000232564751877412804639741212
123,False,Ford Mustang,Ford,"124,000 miles",15998,Mustang,2015 Ford,carmax,124000,15998,Mustang,-,2015,2015-ford-mustang--,59508531000232564751877412804639741212
124,False,Ford Mustang,Ford,"83,000 miles",16998,Mustang,2015 Ford,carmax,83000,16998,Mustang,-,2015,2015-ford-mustang--,59508531000232564751877412804639741212
125,False,Ford Mustang,Ford,"11,000 miles",32998,Mustang 50 Year Limited Edition,2015 Ford,carmax,11000,32998,Mustang,50 Year Limited Edition,2015,2015-ford-mustang-50 year limited edition,167990060304883460183067136065853050040
126,False,Ford Mustang,Ford,"35,000 miles",29998,Mustang 50 Year Limited Edition,2015 Ford,carmax,35000,29998,Mustang,50 Year Limited Edition,2015,2015-ford-mustang-50 year limited edition,167990060304883460183067136065853050040
127,False,Ford Mustang,Ford,"101,000 miles",16998,Mustang Ecoboost,2015 Ford,carmax,101000,16998,Mustang,Ecoboost,2015,2015-ford-mustang-ecoboost,79681846626200597997802072933342414628
128,False,Ford Mustang,Ford,"35,000 miles",21998,Mustang Ecoboost,2015 Ford,carmax,35000,21998,Mustang,Ecoboost,2015,2015-ford-mustang-ecoboost,79681846626200597997802072933342414628
129,False,Ford Mustang,Ford,"75,000 miles",20998,Mustang Ecoboost,2015 Ford,carmax,75000,20998,Mustang,Ecoboost,2015,2015-ford-mustang-ecoboost,79681846626200597997802072933342414628
130,False,Ford Mustang,Ford,"62,000 miles",19998,Mustang Ecoboost,2015 Ford,carmax,62000,19998,Mustang,Ecoboost,2015,2015-ford-mustang-ecoboost,79681846626200597997802072933342414628
131,False,Ford Mustang,Ford,"66,000 miles",19998,Mustang Ecoboost,2015 Ford,carmax,66000,19998,Mustang,Ecoboost,2015,2015-ford-mustang-ecoboost,79681846626200597997802072933342414628
132,False,Ford Mustang,Ford,"115,000 miles",15998,Mustang Ecoboost,2015 Ford,carmax,115000,15998,Mustang,Ecoboost,2015,2015-ford-mustang-ecoboost,79681846626200597997802072933342414628
133,False,Ford Mustang,Ford,"112,000 miles",14998,Mustang Ecoboost,2015 Ford,carmax,112000,14998,Mustang,Ecoboost,2015,2015-ford-mustang-ecoboost,79681846626200597997802072933342414628
134,False,Ford Mustang,Ford,"118,000 miles",15998,Mustang Ecoboost,2015 Ford,carmax,118000,15998,Mustang,Ecoboost,2015,2015-ford-mustang-ecoboost,79681846626200597997802072933342414628
135,False,Ford Mustang,Ford,"87,000 miles",17998,Mustang Ecoboost,2015 Ford,carmax,87000,17998,Mustang,Ecoboost,2015,2015-ford-mustang-ecoboost,79681846626200597997802072933342414628
136,False,Ford Mustang,Ford,"67,000 miles",17998,Mustang Ecoboost,2015 Ford,carmax,67000,17998,Mustang,Ecoboost,2015,2015-ford-mustang-ecoboost,79681846626200597997802072933342414628
137,False,Ford Mustang,Ford,"80,000 miles",19998,Mustang Ecoboost,2015 Ford,carmax,80000,19998,Mustang,Ecoboost,2015,2015-ford-mustang-ecoboost,79681846626200597997802072933342414628
138,False,Ford Mustang,Ford,"56,000 miles",19998,Mustang Ecoboost,2015 Ford,carmax,56000,19998,Mustang,Ecoboost,2015,2015-ford-mustang-ecoboost,79681846626200597997802072933342414628
139,False,Ford Mustang,Ford,"42,000 miles",23998,Mustang Ecoboost Premium,2015 Ford,carmax,42000,23998,Mustang,Ecoboost Premium,2015,2015-ford-mustang-ecoboost premium,271045445928578050294855674825349073502
140,False,Ford Mustang,Ford,"56,000 miles",19998,Mustang Ecoboost Premium,2015 Ford,carmax,56000,19998,Mustang,Ecoboost Premium,2015,2015-ford-mustang-ecoboost premium,271045445928578050294855674825349073502
141,False,Ford Mustang,Ford,"81,000 miles",19998,Mustang Ecoboost Premium,2015 Ford,carmax,81000,19998,Mustang,Ecoboost Premium,2015,2015-ford-mustang-ecoboost premium,271045445928578050294855674825349073502
142,False,Ford Mustang,Ford,"108,000 miles",17998,Mustang Ecoboost Premium,2015 Ford,carmax,108000,17998,Mustang,Ecoboost Premium,2015,2015-ford-mustang-ecoboost premium,271045445928578050294855674825349073502
143,False,Ford Mustang,Ford,"58,000 miles",20998,Mustang Ecoboost Premium,2015 Ford,carmax,58000,20998,Mustang,Ecoboost Premium,2015,2015-ford-mustang-ecoboost premium,271045445928578050294855674825349073502
144,False,Ford Mustang,Ford,"92,000 miles",18998,Mustang Ecoboost Premium,2015 Ford,carmax,92000,18998,Mustang,Ecoboost Premium,2015,2015-ford-mustang-ecoboost premium,271045445928578050294855674825349073502
145,False,Ford Mustang,Ford,"19,000 miles",23998,Mustang Ecoboost Premium,2015 Ford,carmax,19000,23998,Mustang,Ecoboost Premium,2015,2015-ford-mustang-ecoboost premium,271045445928578050294855674825349073502
