"","gm","make_model","make","mileage_raw","price_raw","model_trim_raw","year_make_raw","platform","mileage","price","model","trim","year"
"1",FALSE,"Mercedes-Benz C63 AMG","Mercedes-Benz","13,000 miles",63998,"C63 AMG","2021 Mercedes-Benz","carmax",13000,63998,"C63 AMG","","2021"
"2",FALSE,"Mercedes-Benz C63 AMG","Mercedes-Benz","29,000 miles",47998,"C63 AMG","2019 Mercedes-Benz","carmax",29000,47998,"C63 AMG","","2019"
"3",FALSE,"Mercedes-Benz C63 AMG","Mercedes-Benz","70,000 miles",33998,"C63 AMG","2016 Mercedes-Benz","carmax",70000,33998,"C63 AMG","","2016"
"4",FALSE,"Mercedes-Benz C63 AMG","Mercedes-Benz","18,000 miles",59998,"C63 AMG S","2018 Mercedes-Benz","carmax",18000,59998,"C63 AMG","S","2018"
"5",FALSE,"Mercedes-Benz C63 AMG","Mercedes-Benz","35,000 miles",45998,"C63 AMG S","2018 Mercedes-Benz","carmax",35000,45998,"C63 AMG","S","2018"
"6",FALSE,"Mercedes-Benz C63 AMG","Mercedes-Benz","14,000 miles",55998,"C63 AMG S","2019 Mercedes-Benz","carmax",14000,55998,"C63 AMG","S","2019"
"7",FALSE,"Mercedes-Benz C63 AMG","Mercedes-Benz","51,000 miles",54998,"C63 AMG S","2021 Mercedes-Benz","carmax",51000,54998,"C63 AMG","S","2021"
"8",FALSE,"Mercedes-Benz C63 AMG","Mercedes-Benz","27,000 miles",50998,"C63 AMG S","2018 Mercedes-Benz","carmax",27000,50998,"C63 AMG","S","2018"
"9",FALSE,"Mercedes-Benz C63 AMG","Mercedes-Benz","39,000 miles",57998,"C63 AMG S","2021 Mercedes-Benz","carmax",39000,57998,"C63 AMG","S","2021"
"10",FALSE,"Mercedes-Benz C63 AMG","Mercedes-Benz","56,000 miles",42998,"C63 AMG S","2020 Mercedes-Benz","carmax",56000,42998,"C63 AMG","S","2020"
"11",FALSE,"Mercedes-Benz C63 AMG","Mercedes-Benz","59,000 miles",40998,"C63 AMG S","2017 Mercedes-Benz","carmax",59000,40998,"C63 AMG","S","2017"
"12",FALSE,"Mercedes-Benz C63 AMG","Mercedes-Benz","26,000 miles",58998,"C63 AMG S","2020 Mercedes-Benz","carmax",26000,58998,"C63 AMG","S","2020"
"13",FALSE,"Mercedes-Benz C63 AMG","Mercedes-Benz","12,000 miles",56998,"C63 AMG S","2018 Mercedes-Benz","carmax",12000,56998,"C63 AMG","S","2018"
"14",FALSE,"Dodge Challenger","Dodge","77,000 miles",15998,"Challenger SXT","2013 Dodge","carmax",77000,15998,"Challenger","SXT","2013"
"15",FALSE,"Dodge Challenger","Dodge","24,000 miles",19998,"Challenger SXT Plus","2013 Dodge","carmax",24000,19998,"Challenger","SXT Plus","2013"
"16",FALSE,"Dodge Durango","Dodge","20,000 miles",39998,"Durango GT","2024 Dodge","carmax",20000,39998,"Durango","GT","2024"
"17",FALSE,"Dodge Durango","Dodge","11,000 miles",34998,"Durango GT","2025 Dodge","carmax",11000,34998,"Durango","GT","2025"
"18",FALSE,"Dodge Durango","Dodge","8,000 miles",37998,"Durango GT","2025 Dodge","carmax",8000,37998,"Durango","GT","2025"
"19",FALSE,"Dodge Durango","Dodge","24,000 miles",36998,"Durango GT Plus","2024 Dodge","carmax",24000,36998,"Durango","GT Plus","2024"
"20",FALSE,"Dodge Durango","Dodge","47,000 miles",31998,"Durango GT Plus","2024 Dodge","carmax",47000,31998,"Durango","GT Plus","2024"
"21",FALSE,"Dodge Durango","Dodge","5,000 miles",39998,"Durango GT Plus","2024 Dodge","carmax",5000,39998,"Durango","GT Plus","2024"
"22",FALSE,"Dodge Durango","Dodge","20,000 miles",35998,"Durango GT Plus","2024 Dodge","carmax",20000,35998,"Durango","GT Plus","2024"
"23",FALSE,"Dodge Durango","Dodge","2,000 miles",42998,"Durango GT Plus","2025 Dodge","carmax",2000,42998,"Durango","GT Plus","2025"
"24",FALSE,"Dodge Durango","Dodge","6,000 miles",57998,"Durango R/T 20th Anniversary Premium","2025 Dodge","carmax",6000,57998,"Durango","R/T 20th Anniversary Premium","2025"
"25",FALSE,"Dodge Durango","Dodge","8,000 miles",44998,"Durango R/T Plus","2024 Dodge","carmax",8000,44998,"Durango","R/T Plus","2024"
"26",FALSE,"Dodge Durango","Dodge","5,000 miles",51998,"Durango R/T Plus","2025 Dodge","carmax",5000,51998,"Durango","R/T Plus","2025"
"27",FALSE,"Dodge Durango","Dodge","17,000 miles",63998,"Durango SRT 392","2024 Dodge","carmax",17000,63998,"Durango","SRT 392","2024"
"28",FALSE,"Ford Mustang","Ford","90,000 miles",15998,"Mustang","2013 Ford","carmax",90000,15998,"Mustang","","2013"
"29",FALSE,"Ford Mustang","Ford","106,000 miles",14998,"Mustang","2013 Ford","carmax",106000,14998,"Mustang","","2013"
"30",FALSE,"Ford Mustang","Ford","45,000 miles",26998,"Mustang GT","2013 Ford","carmax",45000,26998,"Mustang","GT","2013"
"31",FALSE,"Ford Mustang","Ford","77,000 miles",21998,"Mustang GT","2013 Ford","carmax",77000,21998,"Mustang","GT","2013"
"32",FALSE,"Ford Mustang","Ford","21,000 miles",27998,"Mustang GT","2013 Ford","carmax",21000,27998,"Mustang","GT","2013"
"33",FALSE,"Ford Mustang","Ford","75,000 miles",25998,"Mustang GT Premium","2013 Ford","carmax",75000,25998,"Mustang","GT Premium","2013"
"34",FALSE,"Ford Mustang","Ford","110,000 miles",13998,"Mustang Premium","2013 Ford","carmax",110000,13998,"Mustang","Premium","2013"
"35",FALSE,"Ford Mustang","Ford","87,000 miles",16998,"Mustang Premium","2013 Ford","carmax",87000,16998,"Mustang","Premium","2013"
"36",FALSE,"Dodge Challenger","Dodge","94,000 miles",18998,"Challenger 100th Anniversary","2014 Dodge","carmax",94000,18998,"Challenger","100th Anniversary","2014"
"37",FALSE,"Dodge Challenger","Dodge","87,000 miles",18998,"Challenger R/T","2014 Dodge","carmax",87000,18998,"Challenger","R/T","2014"
"38",FALSE,"Dodge Challenger","Dodge","21,000 miles",27998,"Challenger R/T Shaker","2014 Dodge","carmax",21000,27998,"Challenger","R/T Shaker","2014"
"39",FALSE,"Dodge Challenger","Dodge","52,000 miles",17998,"Challenger SXT","2014 Dodge","carmax",52000,17998,"Challenger","SXT","2014"
"40",FALSE,"Dodge Challenger","Dodge","126,000 miles",13998,"Challenger SXT","2014 Dodge","carmax",126000,13998,"Challenger","SXT","2014"
"41",FALSE,"Dodge Charger","Dodge","96,000 miles",19998,"Charger R/T","2014 Dodge","carmax",96000,19998,"Charger","R/T","2014"
"42",FALSE,"Dodge Charger","Dodge","66,000 miles",22998,"Charger R/T","2014 Dodge","carmax",66000,22998,"Charger","R/T","2014"
"43",FALSE,"Dodge Charger","Dodge","93,000 miles",14998,"Charger SE","2014 Dodge","carmax",93000,14998,"Charger","SE","2014"
"44",FALSE,"Dodge Charger","Dodge","72,000 miles",16998,"Charger SE","2014 Dodge","carmax",72000,16998,"Charger","SE","2014"
"45",FALSE,"Dodge Charger","Dodge","89,000 miles",14599,"Charger SE","2014 Dodge","carmax",89000,14599,"Charger","SE","2014"
"46",FALSE,"Dodge Charger","Dodge","63,000 miles",15998,"Charger SE","2014 Dodge","carmax",63000,15998,"Charger","SE","2014"
"47",FALSE,"Dodge Charger","Dodge","80,000 miles",15998,"Charger SXT","2014 Dodge","carmax",80000,15998,"Charger","SXT","2014"
"48",FALSE,"Dodge Durango","Dodge","90,000 miles",22998,"Durango R/T","2014 Dodge","carmax",90000,22998,"Durango","R/T","2014"
"49",FALSE,"Ford Mustang","Ford","51,000 miles",18998,"Mustang","2014 Ford","carmax",51000,18998,"Mustang","","2014"
"50",FALSE,"Ford Mustang","Ford","86,000 miles",16998,"Mustang","2014 Ford","carmax",86000,16998,"Mustang","","2014"
"51",FALSE,"Ford Mustang","Ford","63,000 miles",18998,"Mustang","2014 Ford","carmax",63000,18998,"Mustang","","2014"
"52",FALSE,"Ford Mustang","Ford","129,000 miles",14599,"Mustang","2014 Ford","carmax",129000,14599,"Mustang","","2014"
"53",FALSE,"Ford Mustang","Ford","56,000 miles",16998,"Mustang","2014 Ford","carmax",56000,16998,"Mustang","","2014"
"54",FALSE,"Ford Mustang","Ford","77,000 miles",17998,"Mustang","2014 Ford","carmax",77000,17998,"Mustang","","2014"
"55",FALSE,"Ford Mustang","Ford","124,000 miles",13599,"Mustang","2014 Ford","carmax",124000,13599,"Mustang","","2014"
"56",FALSE,"Ford Mustang","Ford","99,000 miles",14998,"Mustang","2014 Ford","carmax",99000,14998,"Mustang","","2014"
"57",FALSE,"Ford Mustang","Ford","84,000 miles",15998,"Mustang","2014 Ford","carmax",84000,15998,"Mustang","","2014"
"58",FALSE,"Ford Mustang","Ford","109,000 miles",14599,"Mustang","2014 Ford","carmax",109000,14599,"Mustang","","2014"
"59",FALSE,"Ford Mustang","Ford","123,000 miles",14599,"Mustang","2014 Ford","carmax",123000,14599,"Mustang","","2014"
"60",FALSE,"Ford Mustang","Ford","28,000 miles",20998,"Mustang","2014 Ford","carmax",28000,20998,"Mustang","","2014"
"61",FALSE,"Ford Mustang","Ford","79,000 miles",17998,"Mustang","2014 Ford","carmax",79000,17998,"Mustang","","2014"
"62",FALSE,"Ford Mustang","Ford","92,000 miles",17998,"Mustang","2014 Ford","carmax",92000,17998,"Mustang","","2014"
"63",FALSE,"Ford Mustang","Ford","32,000 miles",20998,"Mustang","2014 Ford","carmax",32000,20998,"Mustang","","2014"
"64",FALSE,"Ford Mustang","Ford","20,000 miles",23998,"Mustang","2014 Ford","carmax",20000,23998,"Mustang","","2014"
"65",FALSE,"Ford Mustang","Ford","70,000 miles",17998,"Mustang","2014 Ford","carmax",70000,17998,"Mustang","","2014"
"66",FALSE,"Ford Mustang","Ford","126,000 miles",13998,"Mustang","2014 Ford","carmax",126000,13998,"Mustang","","2014"
"67",FALSE,"Ford Mustang","Ford","68,000 miles",19998,"Mustang","2014 Ford","carmax",68000,19998,"Mustang","","2014"
"68",FALSE,"Ford Mustang","Ford","41,000 miles",26998,"Mustang GT","2014 Ford","carmax",41000,26998,"Mustang","GT","2014"
"69",FALSE,"Ford Mustang","Ford","55,000 miles",25998,"Mustang GT","2014 Ford","carmax",55000,25998,"Mustang","GT","2014"
"70",FALSE,"Ford Mustang","Ford","74,000 miles",25998,"Mustang GT","2014 Ford","carmax",74000,25998,"Mustang","GT","2014"
"71",FALSE,"Ford Mustang","Ford","48,000 miles",27998,"Mustang GT Premium","2014 Ford","carmax",48000,27998,"Mustang","GT Premium","2014"
"72",FALSE,"Ford Mustang","Ford","75,000 miles",27998,"Mustang GT Premium","2014 Ford","carmax",75000,27998,"Mustang","GT Premium","2014"
"73",FALSE,"Ford Mustang","Ford","33,000 miles",19998,"Mustang Premium","2014 Ford","carmax",33000,19998,"Mustang","Premium","2014"
"74",FALSE,"Ford Mustang","Ford","100,000 miles",15998,"Mustang Premium","2014 Ford","carmax",100000,15998,"Mustang","Premium","2014"
"75",FALSE,"Ford Mustang","Ford","82,000 miles",16998,"Mustang Premium","2014 Ford","carmax",82000,16998,"Mustang","Premium","2014"
"76",FALSE,"Ford Mustang","Ford","86,000 miles",16998,"Mustang Premium","2014 Ford","carmax",86000,16998,"Mustang","Premium","2014"
"77",FALSE,"Ford Mustang","Ford","71,000 miles",18998,"Mustang Premium","2014 Ford","carmax",71000,18998,"Mustang","Premium","2014"
"78",FALSE,"Ford Mustang","Ford","13,000 miles",21998,"Mustang Premium","2014 Ford","carmax",13000,21998,"Mustang","Premium","2014"
"79",FALSE,"Ford Mustang","Ford","84,000 miles",16998,"Mustang Premium","2014 Ford","carmax",84000,16998,"Mustang","Premium","2014"
"80",FALSE,"Ford Mustang","Ford","14,000 miles",21998,"Mustang Premium","2014 Ford","carmax",14000,21998,"Mustang","Premium","2014"
"81",FALSE,"Ford Mustang","Ford","85,000 miles",15998,"Mustang Premium","2014 Ford","carmax",85000,15998,"Mustang","Premium","2014"
"82",FALSE,"Ford Mustang","Ford","48,000 miles",47998,"Mustang Shelby GT500","2014 Ford","carmax",48000,47998,"Mustang","Shelby GT500","2014"
"83",FALSE,"Ford Mustang","Ford","18,000 miles",56998,"Mustang Shelby GT500","2014 Ford","carmax",18000,56998,"Mustang","Shelby GT500","2014"
"84",FALSE,"Dodge Challenger","Dodge","48,000 miles",29998,"Challenger 392 Hemi Scat Pack Shaker","2015 Dodge","carmax",48000,29998,"Challenger","392 Hemi Scat Pack Shaker","2015"
"85",FALSE,"Dodge Challenger","Dodge","88,000 miles",21998,"Challenger R/T","2015 Dodge","carmax",88000,21998,"Challenger","R/T","2015"
"86",FALSE,"Dodge Challenger","Dodge","13,000 miles",28998,"Challenger R/T Plus","2015 Dodge","carmax",13000,28998,"Challenger","R/T Plus","2015"
"87",FALSE,"Dodge Challenger","Dodge","10,000 miles",30998,"Challenger R/T Plus","2015 Dodge","carmax",10000,30998,"Challenger","R/T Plus","2015"
"88",FALSE,"Dodge Challenger","Dodge","110,000 miles",22998,"Challenger R/T Plus Shaker","2015 Dodge","carmax",110000,22998,"Challenger","R/T Plus Shaker","2015"
"89",FALSE,"Dodge Challenger","Dodge","4,000 miles",34998,"Challenger R/T Scat Pack","2015 Dodge","carmax",4000,34998,"Challenger","R/T Scat Pack","2015"
"90",FALSE,"Dodge Challenger","Dodge","92,000 miles",17998,"Challenger SXT","2015 Dodge","carmax",92000,17998,"Challenger","SXT","2015"
"91",FALSE,"Dodge Challenger","Dodge","16,000 miles",23998,"Challenger SXT","2015 Dodge","carmax",16000,23998,"Challenger","SXT","2015"
"92",FALSE,"Dodge Challenger","Dodge","91,000 miles",17998,"Challenger SXT","2015 Dodge","carmax",91000,17998,"Challenger","SXT","2015"
"93",FALSE,"Dodge Challenger","Dodge","86,000 miles",15998,"Challenger SXT","2015 Dodge","carmax",86000,15998,"Challenger","SXT","2015"
"94",FALSE,"Dodge Challenger","Dodge","75,000 miles",19998,"Challenger SXT","2015 Dodge","carmax",75000,19998,"Challenger","SXT","2015"
"95",FALSE,"Dodge Challenger","Dodge","73,000 miles",20998,"Challenger SXT","2015 Dodge","carmax",73000,20998,"Challenger","SXT","2015"
"96",FALSE,"Dodge Challenger","Dodge","120,000 miles",16998,"Challenger SXT","2015 Dodge","carmax",120000,16998,"Challenger","SXT","2015"
"97",FALSE,"Dodge Challenger","Dodge","24,000 miles",24998,"Challenger SXT Plus","2015 Dodge","carmax",24000,24998,"Challenger","SXT Plus","2015"
"98",FALSE,"Dodge Challenger","Dodge","20,000 miles",22998,"Challenger SXT Plus","2015 Dodge","carmax",20000,22998,"Challenger","SXT Plus","2015"
"99",FALSE,"Dodge Challenger","Dodge","79,000 miles",19998,"Challenger SXT Plus","2015 Dodge","carmax",79000,19998,"Challenger","SXT Plus","2015"
"100",FALSE,"Dodge Charger","Dodge","103,000 miles",19998,"Charger R/T","2015 Dodge","carmax",103000,19998,"Charger","R/T","2015"
"101",FALSE,"Dodge Charger","Dodge","125,000 miles",16998,"Charger R/T","2015 Dodge","carmax",125000,16998,"Charger","R/T","2015"
"102",FALSE,"Dodge Charger","Dodge","99,000 miles",20998,"Charger R/T","2015 Dodge","carmax",99000,20998,"Charger","R/T","2015"
"103",FALSE,"Dodge Charger","Dodge","44,000 miles",19998,"Charger SE","2015 Dodge","carmax",44000,19998,"Charger","SE","2015"
"104",FALSE,"Dodge Charger","Dodge","42,000 miles",18998,"Charger SE","2015 Dodge","carmax",42000,18998,"Charger","SE","2015"
"105",FALSE,"Dodge Charger","Dodge","95,000 miles",15998,"Charger SE","2015 Dodge","carmax",95000,15998,"Charger","SE","2015"
"106",FALSE,"Dodge Charger","Dodge","97,000 miles",16998,"Charger SXT","2015 Dodge","carmax",97000,16998,"Charger","SXT","2015"
"107",FALSE,"Dodge Charger","Dodge","42,000 miles",21998,"Charger SXT","2015 Dodge","carmax",42000,21998,"Charger","SXT","2015"
"108",FALSE,"Dodge Charger","Dodge","126,000 miles",16998,"Charger SXT","2015 Dodge","carmax",126000,16998,"Charger","SXT","2015"
"109",FALSE,"Dodge Charger","Dodge","108,000 miles",15998,"Charger SXT","2015 Dodge","carmax",108000,15998,"Charger","SXT","2015"
"110",FALSE,"Dodge Durango","Dodge","72,000 miles",26998,"Durango R/T","2015 Dodge","carmax",72000,26998,"Durango","R/T","2015"
"111",FALSE,"Ford Mustang","Ford","20,000 miles",22998,"Mustang","2015 Ford","carmax",20000,22998,"Mustang","","2015"
"112",FALSE,"Ford Mustang","Ford","109,000 miles",16998,"Mustang","2015 Ford","carmax",109000,16998,"Mustang","","2015"
"113",FALSE,"Ford Mustang","Ford","122,000 miles",15998,"Mustang","2015 Ford","carmax",122000,15998,"Mustang","","2015"
"114",FALSE,"Ford Mustang","Ford","68,000 miles",19998,"Mustang","2015 Ford","carmax",68000,19998,"Mustang","","2015"
"115",FALSE,"Ford Mustang","Ford","26,000 miles",22998,"Mustang","2015 Ford","carmax",26000,22998,"Mustang","","2015"
"116",FALSE,"Ford Mustang","Ford","109,000 miles",15998,"Mustang","2015 Ford","carmax",109000,15998,"Mustang","","2015"
"117",FALSE,"Ford Mustang","Ford","67,000 miles",19998,"Mustang","2015 Ford","carmax",67000,19998,"Mustang","","2015"
"118",FALSE,"Ford Mustang","Ford","68,000 miles",19998,"Mustang","2015 Ford","carmax",68000,19998,"Mustang","","2015"
"119",FALSE,"Ford Mustang","Ford","117,000 miles",15998,"Mustang","2015 Ford","carmax",117000,15998,"Mustang","","2015"
"120",FALSE,"Ford Mustang","Ford","39,000 miles",20998,"Mustang","2015 Ford","carmax",39000,20998,"Mustang","","2015"
"121",FALSE,"Ford Mustang","Ford","60,000 miles",19998,"Mustang","2015 Ford","carmax",60000,19998,"Mustang","","2015"
"122",FALSE,"Ford Mustang","Ford","78,000 miles",17998,"Mustang","2015 Ford","carmax",78000,17998,"Mustang","","2015"
"123",FALSE,"Ford Mustang","Ford","124,000 miles",15998,"Mustang","2015 Ford","carmax",124000,15998,"Mustang","","2015"
"124",FALSE,"Ford Mustang","Ford","83,000 miles",16998,"Mustang","2015 Ford","carmax",83000,16998,"Mustang","","2015"
"125",FALSE,"Ford Mustang","Ford","11,000 miles",32998,"Mustang 50 Year Limited Edition","2015 Ford","carmax",11000,32998,"Mustang","50 Year Limited Edition","2015"
"126",FALSE,"Ford Mustang","Ford","35,000 miles",29998,"Mustang 50 Year Limited Edition","2015 Ford","carmax",35000,29998,"Mustang","50 Year Limited Edition","2015"
"127",FALSE,"Ford Mustang","Ford","101,000 miles",16998,"Mustang Ecoboost","2015 Ford","carmax",101000,16998,"Mustang","Ecoboost","2015"
"128",FALSE,"Ford Mustang","Ford","35,000 miles",21998,"Mustang Ecoboost","2015 Ford","carmax",35000,21998,"Mustang","Ecoboost","2015"
"129",FALSE,"Ford Mustang","Ford","75,000 miles",20998,"Mustang Ecoboost","2015 Ford","carmax",75000,20998,"Mustang","Ecoboost","2015"
"130",FALSE,"Ford Mustang","Ford","62,000 miles",19998,"Mustang Ecoboost","2015 Ford","carmax",62000,19998,"Mustang","Ecoboost","2015"
"131",FALSE,"Ford Mustang","Ford","66,000 miles",19998,"Mustang Ecoboost","2015 Ford","carmax",66000,19998,"Mustang","Ecoboost","2015"
"132",FALSE,"Ford Mustang","Ford","115,000 miles",15998,"Mustang Ecoboost","2015 Ford","carmax",115000,15998,"Mustang","Ecoboost","2015"
"133",FALSE,"Ford Mustang","Ford","112,000 miles",14998,"Mustang Ecoboost","2015 Ford","carmax",112000,14998,"Mustang","Ecoboost","2015"
"134",FALSE,"Ford Mustang","Ford","118,000 miles",15998,"Mustang Ecoboost","2015 Ford","carmax",118000,15998,"Mustang","Ecoboost","2015"
"135",FALSE,"Ford Mustang","Ford","87,000 miles",17998,"Mustang Ecoboost","2015 Ford","carmax",87000,17998,"Mustang","Ecoboost","2015"
"136",FALSE,"Ford Mustang","Ford","67,000 miles",17998,"Mustang Ecoboost","2015 Ford","carmax",67000,17998,"Mustang","Ecoboost","2015"
"137",FALSE,"Ford Mustang","Ford","80,000 miles",19998,"Mustang Ecoboost","2015 Ford","carmax",80000,19998,"Mustang","Ecoboost","2015"
"138",FALSE,"Ford Mustang","Ford","56,000 miles",19998,"Mustang Ecoboost","2015 Ford","carmax",56000,19998,"Mustang","Ecoboost","2015"
"139",FALSE,"Ford Mustang","Ford","42,000 miles",23998,"Mustang Ecoboost Premium","2015 Ford","carmax",42000,23998,"Mustang","Ecoboost Premium","2015"
"140",FALSE,"Ford Mustang","Ford","56,000 miles",19998,"Mustang Ecoboost Premium","2015 Ford","carmax",56000,19998,"Mustang","Ecoboost Premium","2015"
"141",FALSE,"Ford Mustang","Ford","81,000 miles",19998,"Mustang Ecoboost Premium","2015 Ford","carmax",81000,19998,"Mustang","Ecoboost Premium","2015"
"142",FALSE,"Ford Mustang","Ford","108,000 miles",17998,"Mustang Ecoboost Premium","2015 Ford","carmax",108000,17998,"Mustang","Ecoboost Premium","2015"
"143",FALSE,"Ford Mustang","Ford","58,000 miles",20998,"Mustang Ecoboost Premium","2015 Ford","carmax",58000,20998,"Mustang","Ecoboost Premium","2015"
"144",FALSE,"Ford Mustang","Ford","92,000 miles",18998,"Mustang Ecoboost Premium","2015 Ford","carmax",92000,18998,"Mustang","Ecoboost Premium","2015"
"145",FALSE,"Ford Mustang","Ford","19,000 miles",23998,"Mustang Ecoboost Premium","2015 Ford","carmax",19000,23998,"Mustang","Ecoboost Premium","2015"
"146",FALSE,"Ford Mustang","Ford","109,000 miles",16998,"Mustang Ecoboost Premium","2015 Ford","carmax",109000,16998,"Mustang","Ecoboost Premium","2015"
"147",FALSE,"Ford Mustang","Ford","79,000 miles",18998,"Mustang Ecoboost Premium","2015 Ford","carmax",79000,18998,"Mustang","Ecoboost Premium","2015"
"148",FALSE,"Ford Mustang","Ford","87,000 miles",17998,"Mustang Ecoboost Premium","2015 Ford","carmax",87000,17998,"Mustang","Ecoboost Premium","2015"
"149",FALSE,"Ford Mustang","Ford","14,000 miles",23998,"Mustang Ecoboost Premium","2015 Ford","carmax",14000,23998,"Mustang","Ecoboost Premium","2015"
"150",FALSE,"Ford Mustang","Ford","68,000 miles",20998,"Mustang Ecoboost Premium","2015 Ford","carmax",68000,20998,"Mustang","Ecoboost Premium","2015"
"151",FALSE,"Ford Mustang","Ford","115,000 miles",14998,"Mustang Ecoboost Premium","2015 Ford","carmax",115000,14998,"Mustang","Ecoboost Premium","2015"
"152",FALSE,"Ford Mustang","Ford","72,000 miles",26998,"Mustang GT","2015 Ford","carmax",72000,26998,"Mustang","GT","2015"
"153",FALSE,"Ford Mustang","Ford","101,000 miles",23998,"Mustang GT","2015 Ford","carmax",101000,23998,"Mustang","GT","2015"
"154",FALSE,"Ford Mustang","Ford","104,000 miles",26998,"Mustang GT Premium","2015 Ford","carmax",104000,26998,"Mustang","GT Premium","2015"
"155",FALSE,"Ford Mustang","Ford","87,000 miles",25998,"Mustang GT Premium","2015 Ford","carmax",87000,25998,"Mustang","GT Premium","2015"
"156",FALSE,"Ford Mustang","Ford","114,000 miles",19998,"Mustang GT Premium","2015 Ford","carmax",114000,19998,"Mustang","GT Premium","2015"
"157",FALSE,"Ford Mustang","Ford","49,000 miles",30998,"Mustang GT Premium","2015 Ford","carmax",49000,30998,"Mustang","GT Premium","2015"
"158",FALSE,"Ford Mustang","Ford","87,000 miles",26998,"Mustang GT Premium","2015 Ford","carmax",87000,26998,"Mustang","GT Premium","2015"
"159",FALSE,"Dodge Challenger","Dodge","78,000 miles",23998,"Challenger R/T","2016 Dodge","carmax",78000,23998,"Challenger","R/T","2016"
"160",FALSE,"Dodge Challenger","Dodge","37,000 miles",25998,"Challenger R/T","2016 Dodge","carmax",37000,25998,"Challenger","R/T","2016"
"161",FALSE,"Dodge Challenger","Dodge","90,000 miles",23998,"Challenger R/T","2016 Dodge","carmax",90000,23998,"Challenger","R/T","2016"
"162",FALSE,"Dodge Challenger","Dodge","13,000 miles",29998,"Challenger R/T","2016 Dodge","carmax",13000,29998,"Challenger","R/T","2016"
"163",FALSE,"Dodge Challenger","Dodge","50,000 miles",27998,"Challenger R/T Plus","2016 Dodge","carmax",50000,27998,"Challenger","R/T Plus","2016"
"164",FALSE,"Dodge Challenger","Dodge","127,000 miles",20998,"Challenger R/T Plus","2016 Dodge","carmax",127000,20998,"Challenger","R/T Plus","2016"
"165",FALSE,"Dodge Challenger","Dodge","7,000 miles",35998,"Challenger R/T Plus Shaker","2016 Dodge","carmax",7000,35998,"Challenger","R/T Plus Shaker","2016"
"166",FALSE,"Dodge Challenger","Dodge","60,000 miles",30998,"Challenger R/T Scat Pack","2016 Dodge","carmax",60000,30998,"Challenger","R/T Scat Pack","2016"
"167",FALSE,"Dodge Challenger","Dodge","44,000 miles",32998,"Challenger R/T Scat Pack","2016 Dodge","carmax",44000,32998,"Challenger","R/T Scat Pack","2016"
"168",FALSE,"Dodge Challenger","Dodge","76,000 miles",26998,"Challenger R/T Scat Pack","2016 Dodge","carmax",76000,26998,"Challenger","R/T Scat Pack","2016"
"169",FALSE,"Dodge Challenger","Dodge","28,000 miles",35998,"Challenger SRT 392","2016 Dodge","carmax",28000,35998,"Challenger","SRT 392","2016"
"170",FALSE,"Dodge Challenger","Dodge","51,000 miles",21998,"Challenger SXT","2016 Dodge","carmax",51000,21998,"Challenger","SXT","2016"
"171",FALSE,"Dodge Challenger","Dodge","98,000 miles",16998,"Challenger SXT","2016 Dodge","carmax",98000,16998,"Challenger","SXT","2016"
"172",FALSE,"Dodge Challenger","Dodge","128,000 miles",14599,"Challenger SXT","2016 Dodge","carmax",128000,14599,"Challenger","SXT","2016"
"173",FALSE,"Dodge Challenger","Dodge","89,000 miles",18998,"Challenger SXT","2016 Dodge","carmax",89000,18998,"Challenger","SXT","2016"
"174",FALSE,"Dodge Challenger","Dodge","50,000 miles",20998,"Challenger SXT","2016 Dodge","carmax",50000,20998,"Challenger","SXT","2016"
"175",FALSE,"Dodge Challenger","Dodge","67,000 miles",19998,"Challenger SXT Plus","2016 Dodge","carmax",67000,19998,"Challenger","SXT Plus","2016"
"176",FALSE,"Dodge Challenger","Dodge","36,000 miles",23998,"Challenger SXT Plus","2016 Dodge","carmax",36000,23998,"Challenger","SXT Plus","2016"
"177",FALSE,"Dodge Challenger","Dodge","37,000 miles",23998,"Challenger SXT Plus","2016 Dodge","carmax",37000,23998,"Challenger","SXT Plus","2016"
"178",FALSE,"Dodge Charger","Dodge","56,000 miles",26998,"Charger R/T","2016 Dodge","carmax",56000,26998,"Charger","R/T","2016"
"179",FALSE,"Dodge Charger","Dodge","84,000 miles",22998,"Charger R/T","2016 Dodge","carmax",84000,22998,"Charger","R/T","2016"
"180",FALSE,"Dodge Charger","Dodge","121,000 miles",17998,"Charger R/T","2016 Dodge","carmax",121000,17998,"Charger","R/T","2016"
"181",FALSE,"Dodge Charger","Dodge","122,000 miles",16998,"Charger R/T","2016 Dodge","carmax",122000,16998,"Charger","R/T","2016"
"182",FALSE,"Dodge Charger","Dodge","109,000 miles",17998,"Charger R/T","2016 Dodge","carmax",109000,17998,"Charger","R/T","2016"
"183",FALSE,"Dodge Charger","Dodge","76,000 miles",21998,"Charger R/T","2016 Dodge","carmax",76000,21998,"Charger","R/T","2016"
"184",FALSE,"Dodge Charger","Dodge","65,000 miles",31998,"Charger R/T Scat Pack","2016 Dodge","carmax",65000,31998,"Charger","R/T Scat Pack","2016"
"185",FALSE,"Dodge Charger","Dodge","54,000 miles",33998,"Charger R/T Scat Pack","2016 Dodge","carmax",54000,33998,"Charger","R/T Scat Pack","2016"
"186",FALSE,"Dodge Charger","Dodge","103,000 miles",17998,"Charger SE","2016 Dodge","carmax",103000,17998,"Charger","SE","2016"
