"","gm","make_model","make","mileage_raw","price_raw","model_trim_raw","year_make_raw","platform","mileage","price","model","trim","year"
"599",FALSE,"Dodge Challenger","Dodge","46,000 miles",29998,"Challenger R/T","2020 Dodge","carmax",46000,29998,"Challenger","R/T","2020"
"600",FALSE,"Dodge Challenger","Dodge","16,000 miles",32998,"Challenger R/T","2020 Dodge","carmax",16000,32998,"Challenger","R/T","2020"
"601",FALSE,"Dodge Challenger","Dodge","20,000 miles",29998,"Challenger R/T","2020 Dodge","carmax",20000,29998,"Challenger","R/T","2020"
"602",FALSE,"Dodge Challenger","Dodge","17,000 miles",34998,"Challenger R/T","2020 Dodge","carmax",17000,34998,"Challenger","R/T","2020"
"603",FALSE,"Dodge Challenger","Dodge","18,000 miles",32998,"Challenger R/T","2020 Dodge","carmax",18000,32998,"Challenger","R/T","2020"
"604",FALSE,"Dodge Challenger","Dodge","32,000 miles",34998,"Challenger R/T 50th Anniversary","2020 Dodge","carmax",32000,34998,"Challenger","R/T 50th Anniversary","2020"
"605",FALSE,"Dodge Challenger","Dodge","25,000 miles",39998,"Challenger R/T Scat Pack","2020 Dodge","carmax",25000,39998,"Challenger","R/T Scat Pack","2020"
"606",FALSE,"Dodge Challenger","Dodge","35,000 miles",36998,"Challenger R/T Scat Pack","2020 Dodge","carmax",35000,36998,"Challenger","R/T Scat Pack","2020"
"607",FALSE,"Dodge Challenger","Dodge","28,000 miles",38998,"Challenger R/T Scat Pack","2020 Dodge","carmax",28000,38998,"Challenger","R/T Scat Pack","2020"
"608",FALSE,"Dodge Challenger","Dodge","120,000 miles",27998,"Challenger R/T Scat Pack","2020 Dodge","carmax",120000,27998,"Challenger","R/T Scat Pack","2020"
"609",FALSE,"Dodge Challenger","Dodge","9,000 miles",40998,"Challenger R/T Scat Pack","2020 Dodge","carmax",9000,40998,"Challenger","R/T Scat Pack","2020"
"610",FALSE,"Dodge Challenger","Dodge","24,000 miles",38998,"Challenger R/T Scat Pack","2020 Dodge","carmax",24000,38998,"Challenger","R/T Scat Pack","2020"
"611",FALSE,"Dodge Challenger","Dodge","25,000 miles",38998,"Challenger R/T Scat Pack","2020 Dodge","carmax",25000,38998,"Challenger","R/T Scat Pack","2020"
"612",FALSE,"Dodge Challenger","Dodge","11,000 miles",38998,"Challenger R/T Scat Pack","2020 Dodge","carmax",11000,38998,"Challenger","R/T Scat Pack","2020"
"613",FALSE,"Dodge Challenger","Dodge","31,000 miles",36998,"Challenger R/T Scat Pack","2020 Dodge","carmax",31000,36998,"Challenger","R/T Scat Pack","2020"
"614",FALSE,"Dodge Challenger","Dodge","6,000 miles",38998,"Challenger R/T Scat Pack","2020 Dodge","carmax",6000,38998,"Challenger","R/T Scat Pack","2020"
"615",FALSE,"Dodge Challenger","Dodge","43,000 miles",35998,"Challenger R/T Scat Pack","2020 Dodge","carmax",43000,35998,"Challenger","R/T Scat Pack","2020"
"616",FALSE,"Dodge Challenger","Dodge","35,000 miles",40998,"Challenger R/T Scat Pack Widebody","2020 Dodge","carmax",35000,40998,"Challenger","R/T Scat Pack Widebody","2020"
"617",FALSE,"Dodge Challenger","Dodge","25,000 miles",43998,"Challenger R/T Scat Pack Widebody","2020 Dodge","carmax",25000,43998,"Challenger","R/T Scat Pack Widebody","2020"
"618",FALSE,"Dodge Challenger","Dodge","37,000 miles",43998,"Challenger R/T Scat Pack Widebody","2020 Dodge","carmax",37000,43998,"Challenger","R/T Scat Pack Widebody","2020"
"619",FALSE,"Dodge Challenger","Dodge","32,000 miles",46998,"Challenger R/T Scat Pack Widebody","2020 Dodge","carmax",32000,46998,"Challenger","R/T Scat Pack Widebody","2020"
"620",FALSE,"Dodge Challenger","Dodge","46,000 miles",42998,"Challenger R/T Scat Pack Widebody","2020 Dodge","carmax",46000,42998,"Challenger","R/T Scat Pack Widebody","2020"
"621",FALSE,"Dodge Challenger","Dodge","13,000 miles",43998,"Challenger R/T Scat Pack Widebody","2020 Dodge","carmax",13000,43998,"Challenger","R/T Scat Pack Widebody","2020"
"622",FALSE,"Dodge Challenger","Dodge","47,000 miles",25998,"Challenger SXT","2020 Dodge","carmax",47000,25998,"Challenger","SXT","2020"
"623",FALSE,"Dodge Challenger","Dodge","64,000 miles",20998,"Challenger SXT","2020 Dodge","carmax",64000,20998,"Challenger","SXT","2020"
"624",FALSE,"Dodge Challenger","Dodge","67,000 miles",20998,"Challenger SXT","2020 Dodge","carmax",67000,20998,"Challenger","SXT","2020"
"625",FALSE,"Dodge Challenger","Dodge","85,000 miles",20998,"Challenger SXT","2020 Dodge","carmax",85000,20998,"Challenger","SXT","2020"
"626",FALSE,"Dodge Challenger","Dodge","57,000 miles",22998,"Challenger SXT","2020 Dodge","carmax",57000,22998,"Challenger","SXT","2020"
"627",FALSE,"Dodge Challenger","Dodge","55,000 miles",23998,"Challenger SXT","2020 Dodge","carmax",55000,23998,"Challenger","SXT","2020"
"628",FALSE,"Dodge Challenger","Dodge","50,000 miles",23998,"Challenger SXT","2020 Dodge","carmax",50000,23998,"Challenger","SXT","2020"
"629",FALSE,"Dodge Challenger","Dodge","57,000 miles",23998,"Challenger SXT","2020 Dodge","carmax",57000,23998,"Challenger","SXT","2020"
"630",FALSE,"Dodge Challenger","Dodge","77,000 miles",23998,"Challenger SXT","2020 Dodge","carmax",77000,23998,"Challenger","SXT","2020"
"631",FALSE,"Dodge Challenger","Dodge","27,000 miles",24998,"Challenger SXT","2020 Dodge","carmax",27000,24998,"Challenger","SXT","2020"
"632",FALSE,"Dodge Challenger","Dodge","46,000 miles",22998,"Challenger SXT","2020 Dodge","carmax",46000,22998,"Challenger","SXT","2020"
"633",FALSE,"Dodge Challenger","Dodge","52,000 miles",20998,"Challenger SXT","2020 Dodge","carmax",52000,20998,"Challenger","SXT","2020"
"634",FALSE,"Dodge Challenger","Dodge","19,000 miles",24998,"Challenger SXT","2020 Dodge","carmax",19000,24998,"Challenger","SXT","2020"
"635",FALSE,"Dodge Challenger","Dodge","45,000 miles",27998,"Challenger SXT","2020 Dodge","carmax",45000,27998,"Challenger","SXT","2020"
"636",FALSE,"Dodge Challenger","Dodge","56,000 miles",22998,"Challenger SXT","2020 Dodge","carmax",56000,22998,"Challenger","SXT","2020"
"637",FALSE,"Dodge Charger","Dodge","35,000 miles",28998,"Charger GT","2020 Dodge","carmax",35000,28998,"Charger","GT","2020"
"638",FALSE,"Dodge Charger","Dodge","60,000 miles",24998,"Charger GT","2020 Dodge","carmax",60000,24998,"Charger","GT","2020"
"639",FALSE,"Dodge Charger","Dodge","21,000 miles",29998,"Charger GT","2020 Dodge","carmax",21000,29998,"Charger","GT","2020"
"640",FALSE,"Dodge Charger","Dodge","52,000 miles",27998,"Charger GT","2020 Dodge","carmax",52000,27998,"Charger","GT","2020"
"641",FALSE,"Dodge Charger","Dodge","53,000 miles",26998,"Charger GT","2020 Dodge","carmax",53000,26998,"Charger","GT","2020"
"642",FALSE,"Dodge Charger","Dodge","122,000 miles",20998,"Charger GT","2020 Dodge","carmax",122000,20998,"Charger","GT","2020"
"643",FALSE,"Dodge Charger","Dodge","83,000 miles",20998,"Charger GT","2020 Dodge","carmax",83000,20998,"Charger","GT","2020"
"644",FALSE,"Dodge Charger","Dodge","32,000 miles",35998,"Charger R/T","2020 Dodge","carmax",32000,35998,"Charger","R/T","2020"
"645",FALSE,"Dodge Charger","Dodge","66,000 miles",29998,"Charger R/T","2020 Dodge","carmax",66000,29998,"Charger","R/T","2020"
"646",FALSE,"Dodge Charger","Dodge","84,000 miles",26998,"Charger R/T","2020 Dodge","carmax",84000,26998,"Charger","R/T","2020"
"647",FALSE,"Dodge Charger","Dodge","76,000 miles",28998,"Charger R/T","2020 Dodge","carmax",76000,28998,"Charger","R/T","2020"
"648",FALSE,"Dodge Charger","Dodge","13,000 miles",36998,"Charger R/T","2020 Dodge","carmax",13000,36998,"Charger","R/T","2020"
"649",FALSE,"Dodge Charger","Dodge","40,000 miles",31998,"Charger R/T","2020 Dodge","carmax",40000,31998,"Charger","R/T","2020"
"650",FALSE,"Dodge Charger","Dodge","51,000 miles",28998,"Charger R/T","2020 Dodge","carmax",51000,28998,"Charger","R/T","2020"
"651",FALSE,"Dodge Charger","Dodge","59,000 miles",29998,"Charger R/T","2020 Dodge","carmax",59000,29998,"Charger","R/T","2020"
"652",FALSE,"Dodge Charger","Dodge","60,000 miles",31998,"Charger R/T","2020 Dodge","carmax",60000,31998,"Charger","R/T","2020"
"653",FALSE,"Dodge Charger","Dodge","60,000 miles",30998,"Charger R/T","2020 Dodge","carmax",60000,30998,"Charger","R/T","2020"
"654",FALSE,"Dodge Charger","Dodge","32,000 miles",33998,"Charger R/T","2020 Dodge","carmax",32000,33998,"Charger","R/T","2020"
"655",FALSE,"Dodge Charger","Dodge","50,000 miles",31998,"Charger R/T","2020 Dodge","carmax",50000,31998,"Charger","R/T","2020"
"656",FALSE,"Dodge Charger","Dodge","68,000 miles",29998,"Charger R/T","2020 Dodge","carmax",68000,29998,"Charger","R/T","2020"
"657",FALSE,"Dodge Charger","Dodge","60,000 miles",19998,"Charger SXT","2020 Dodge","carmax",60000,19998,"Charger","SXT","2020"
"658",FALSE,"Dodge Charger","Dodge","46,000 miles",21998,"Charger SXT","2020 Dodge","carmax",46000,21998,"Charger","SXT","2020"
"659",FALSE,"Dodge Charger","Dodge","43,000 miles",23998,"Charger SXT","2020 Dodge","carmax",43000,23998,"Charger","SXT","2020"
"660",FALSE,"Dodge Charger","Dodge","81,000 miles",20998,"Charger SXT","2020 Dodge","carmax",81000,20998,"Charger","SXT","2020"
"661",FALSE,"Dodge Charger","Dodge","88,000 miles",18998,"Charger SXT","2020 Dodge","carmax",88000,18998,"Charger","SXT","2020"
"662",FALSE,"Dodge Charger","Dodge","33,000 miles",25998,"Charger SXT","2020 Dodge","carmax",33000,25998,"Charger","SXT","2020"
"663",FALSE,"Dodge Charger","Dodge","48,000 miles",22998,"Charger SXT","2020 Dodge","carmax",48000,22998,"Charger","SXT","2020"
"664",FALSE,"Dodge Charger","Dodge","52,000 miles",21998,"Charger SXT","2020 Dodge","carmax",52000,21998,"Charger","SXT","2020"
"665",FALSE,"Dodge Charger","Dodge","49,000 miles",23998,"Charger SXT","2020 Dodge","carmax",49000,23998,"Charger","SXT","2020"
"666",FALSE,"Dodge Charger","Dodge","55,000 miles",22998,"Charger SXT","2020 Dodge","carmax",55000,22998,"Charger","SXT","2020"
"667",FALSE,"Dodge Charger","Dodge","59,000 miles",21998,"Charger SXT","2020 Dodge","carmax",59000,21998,"Charger","SXT","2020"
"668",FALSE,"Dodge Charger","Dodge","42,000 miles",23998,"Charger SXT","2020 Dodge","carmax",42000,23998,"Charger","SXT","2020"
"669",FALSE,"Dodge Charger","Dodge","17,000 miles",26998,"Charger SXT","2020 Dodge","carmax",17000,26998,"Charger","SXT","2020"
"670",FALSE,"Dodge Charger","Dodge","48,000 miles",24998,"Charger SXT","2020 Dodge","carmax",48000,24998,"Charger","SXT","2020"
"671",FALSE,"Dodge Charger","Dodge","42,000 miles",23998,"Charger SXT","2020 Dodge","carmax",42000,23998,"Charger","SXT","2020"
"672",FALSE,"Dodge Charger","Dodge","25,000 miles",40998,"Charger Scat Pack","2020 Dodge","carmax",25000,40998,"Charger","Scat Pack","2020"
"673",FALSE,"Dodge Charger","Dodge","65,000 miles",38998,"Charger Scat Pack","2020 Dodge","carmax",65000,38998,"Charger","Scat Pack","2020"
"674",FALSE,"Dodge Charger","Dodge","56,000 miles",38998,"Charger Scat Pack","2020 Dodge","carmax",56000,38998,"Charger","Scat Pack","2020"
"675",FALSE,"Dodge Charger","Dodge","56,000 miles",38998,"Charger Scat Pack","2020 Dodge","carmax",56000,38998,"Charger","Scat Pack","2020"
"676",FALSE,"Dodge Charger","Dodge","42,000 miles",41998,"Charger Scat Pack","2020 Dodge","carmax",42000,41998,"Charger","Scat Pack","2020"
"677",FALSE,"Dodge Charger","Dodge","22,000 miles",41998,"Charger Scat Pack","2020 Dodge","carmax",22000,41998,"Charger","Scat Pack","2020"
"678",FALSE,"Dodge Charger","Dodge","23,000 miles",39998,"Charger Scat Pack","2020 Dodge","carmax",23000,39998,"Charger","Scat Pack","2020"
"679",FALSE,"Dodge Charger","Dodge","46,000 miles",38998,"Charger Scat Pack","2020 Dodge","carmax",46000,38998,"Charger","Scat Pack","2020"
"680",FALSE,"Dodge Charger","Dodge","42,000 miles",38998,"Charger Scat Pack","2020 Dodge","carmax",42000,38998,"Charger","Scat Pack","2020"
"681",FALSE,"Dodge Charger","Dodge","40,000 miles",41998,"Charger Scat Pack","2020 Dodge","carmax",40000,41998,"Charger","Scat Pack","2020"
"682",FALSE,"Dodge Charger","Dodge","99,000 miles",32998,"Charger Scat Pack","2020 Dodge","carmax",99000,32998,"Charger","Scat Pack","2020"
"683",FALSE,"Dodge Charger","Dodge","60,000 miles",36998,"Charger Scat Pack","2020 Dodge","carmax",60000,36998,"Charger","Scat Pack","2020"
"684",FALSE,"Dodge Charger","Dodge","4,000 miles",49998,"Charger Scat Pack","2020 Dodge","carmax",4000,49998,"Charger","Scat Pack","2020"
"685",FALSE,"Dodge Charger","Dodge","34,000 miles",46998,"Charger Scat Pack Widebody","2020 Dodge","carmax",34000,46998,"Charger","Scat Pack Widebody","2020"
"686",FALSE,"Dodge Charger","Dodge","17,000 miles",47998,"Charger Scat Pack Widebody","2020 Dodge","carmax",17000,47998,"Charger","Scat Pack Widebody","2020"
"687",FALSE,"Dodge Charger","Dodge","22,000 miles",50998,"Charger Scat Pack Widebody","2020 Dodge","carmax",22000,50998,"Charger","Scat Pack Widebody","2020"
"688",FALSE,"Dodge Charger","Dodge","56,000 miles",42998,"Charger Scat Pack Widebody","2020 Dodge","carmax",56000,42998,"Charger","Scat Pack Widebody","2020"
"689",FALSE,"Dodge Charger","Dodge","10,000 miles",54998,"Charger Scat Pack Widebody","2020 Dodge","carmax",10000,54998,"Charger","Scat Pack Widebody","2020"
"690",FALSE,"Dodge Charger","Dodge","12,000 miles",51998,"Charger Scat Pack Widebody","2020 Dodge","carmax",12000,51998,"Charger","Scat Pack Widebody","2020"
"691",FALSE,"Dodge Charger","Dodge","73,000 miles",39998,"Charger Scat Pack Widebody","2020 Dodge","carmax",73000,39998,"Charger","Scat Pack Widebody","2020"
"692",FALSE,"Dodge Durango","Dodge","40,000 miles",25998,"Durango GT","2020 Dodge","carmax",40000,25998,"Durango","GT","2020"
"693",FALSE,"Dodge Durango","Dodge","54,000 miles",24998,"Durango GT","2020 Dodge","carmax",54000,24998,"Durango","GT","2020"
"694",FALSE,"Dodge Durango","Dodge","42,000 miles",29998,"Durango GT Plus","2020 Dodge","carmax",42000,29998,"Durango","GT Plus","2020"
"695",FALSE,"Dodge Durango","Dodge","62,000 miles",24998,"Durango GT Plus","2020 Dodge","carmax",62000,24998,"Durango","GT Plus","2020"
"696",FALSE,"Dodge Durango","Dodge","72,000 miles",24998,"Durango GT Plus","2020 Dodge","carmax",72000,24998,"Durango","GT Plus","2020"
"697",FALSE,"Dodge Durango","Dodge","48,000 miles",26998,"Durango GT Plus","2020 Dodge","carmax",48000,26998,"Durango","GT Plus","2020"
"698",FALSE,"Dodge Durango","Dodge","71,000 miles",30998,"Durango R/T","2020 Dodge","carmax",71000,30998,"Durango","R/T","2020"
"699",FALSE,"Dodge Durango","Dodge","52,000 miles",35998,"Durango R/T","2020 Dodge","carmax",52000,35998,"Durango","R/T","2020"
"700",FALSE,"Dodge Durango","Dodge","55,000 miles",33998,"Durango R/T","2020 Dodge","carmax",55000,33998,"Durango","R/T","2020"
"701",FALSE,"Dodge Durango","Dodge","30,000 miles",36998,"Durango R/T","2020 Dodge","carmax",30000,36998,"Durango","R/T","2020"
"702",FALSE,"Dodge Durango","Dodge","50,000 miles",30998,"Durango R/T","2020 Dodge","carmax",50000,30998,"Durango","R/T","2020"
"703",FALSE,"Dodge Durango","Dodge","41,000 miles",33998,"Durango R/T","2020 Dodge","carmax",41000,33998,"Durango","R/T","2020"
"704",FALSE,"Dodge Durango","Dodge","24,000 miles",38998,"Durango R/T","2020 Dodge","carmax",24000,38998,"Durango","R/T","2020"
"705",FALSE,"Dodge Durango","Dodge","25,000 miles",54998,"Durango SRT","2020 Dodge","carmax",25000,54998,"Durango","SRT","2020"
"706",FALSE,"Dodge Durango","Dodge","68,000 miles",47998,"Durango SRT","2020 Dodge","carmax",68000,47998,"Durango","SRT","2020"
"707",FALSE,"Dodge Durango","Dodge","17,000 miles",27998,"Durango SXT","2020 Dodge","carmax",17000,27998,"Durango","SXT","2020"
"708",FALSE,"Dodge Durango","Dodge","55,000 miles",23998,"Durango SXT Plus","2020 Dodge","carmax",55000,23998,"Durango","SXT Plus","2020"
"709",FALSE,"Ford Mustang","Ford","44,000 miles",24998,"Mustang Ecoboost","2020 Ford","carmax",44000,24998,"Mustang","Ecoboost","2020"
"710",FALSE,"Ford Mustang","Ford","35,000 miles",24998,"Mustang Ecoboost","2020 Ford","carmax",35000,24998,"Mustang","Ecoboost","2020"
"711",FALSE,"Ford Mustang","Ford","27,000 miles",24998,"Mustang Ecoboost","2020 Ford","carmax",27000,24998,"Mustang","Ecoboost","2020"
"712",FALSE,"Ford Mustang","Ford","33,000 miles",25998,"Mustang Ecoboost","2020 Ford","carmax",33000,25998,"Mustang","Ecoboost","2020"
"713",FALSE,"Ford Mustang","Ford","26,000 miles",25998,"Mustang Ecoboost","2020 Ford","carmax",26000,25998,"Mustang","Ecoboost","2020"
"714",FALSE,"Ford Mustang","Ford","56,000 miles",22998,"Mustang Ecoboost","2020 Ford","carmax",56000,22998,"Mustang","Ecoboost","2020"
"715",FALSE,"Ford Mustang","Ford","34,000 miles",23998,"Mustang Ecoboost","2020 Ford","carmax",34000,23998,"Mustang","Ecoboost","2020"
"716",FALSE,"Ford Mustang","Ford","127,000 miles",17998,"Mustang Ecoboost","2020 Ford","carmax",127000,17998,"Mustang","Ecoboost","2020"
"717",FALSE,"Ford Mustang","Ford","63,000 miles",22998,"Mustang Ecoboost","2020 Ford","carmax",63000,22998,"Mustang","Ecoboost","2020"
"718",FALSE,"Ford Mustang","Ford","44,000 miles",23998,"Mustang Ecoboost","2020 Ford","carmax",44000,23998,"Mustang","Ecoboost","2020"
"719",FALSE,"Ford Mustang","Ford","75,000 miles",20998,"Mustang Ecoboost","2020 Ford","carmax",75000,20998,"Mustang","Ecoboost","2020"
"720",FALSE,"Ford Mustang","Ford","15,000 miles",24998,"Mustang Ecoboost","2020 Ford","carmax",15000,24998,"Mustang","Ecoboost","2020"
"721",FALSE,"Ford Mustang","Ford","75,000 miles",20998,"Mustang Ecoboost","2020 Ford","carmax",75000,20998,"Mustang","Ecoboost","2020"
"722",FALSE,"Ford Mustang","Ford","37,000 miles",22998,"Mustang Ecoboost","2020 Ford","carmax",37000,22998,"Mustang","Ecoboost","2020"
"723",FALSE,"Ford Mustang","Ford","42,000 miles",24998,"Mustang Ecoboost","2020 Ford","carmax",42000,24998,"Mustang","Ecoboost","2020"
"724",FALSE,"Ford Mustang","Ford","37,000 miles",23998,"Mustang Ecoboost","2020 Ford","carmax",37000,23998,"Mustang","Ecoboost","2020"
"725",FALSE,"Ford Mustang","Ford","43,000 miles",22998,"Mustang Ecoboost","2020 Ford","carmax",43000,22998,"Mustang","Ecoboost","2020"
"726",FALSE,"Ford Mustang","Ford","32,000 miles",23998,"Mustang Ecoboost","2020 Ford","carmax",32000,23998,"Mustang","Ecoboost","2020"
"727",FALSE,"Ford Mustang","Ford","65,000 miles",20998,"Mustang Ecoboost","2020 Ford","carmax",65000,20998,"Mustang","Ecoboost","2020"
"728",FALSE,"Ford Mustang","Ford","18,000 miles",25998,"Mustang Ecoboost","2020 Ford","carmax",18000,25998,"Mustang","Ecoboost","2020"
"729",FALSE,"Ford Mustang","Ford","45,000 miles",23998,"Mustang Ecoboost","2020 Ford","carmax",45000,23998,"Mustang","Ecoboost","2020"
"730",FALSE,"Ford Mustang","Ford","50,000 miles",23998,"Mustang Ecoboost","2020 Ford","carmax",50000,23998,"Mustang","Ecoboost","2020"
"731",FALSE,"Ford Mustang","Ford","53,000 miles",21998,"Mustang Ecoboost","2020 Ford","carmax",53000,21998,"Mustang","Ecoboost","2020"
"732",FALSE,"Ford Mustang","Ford","34,000 miles",24998,"Mustang Ecoboost","2020 Ford","carmax",34000,24998,"Mustang","Ecoboost","2020"
"733",FALSE,"Ford Mustang","Ford","36,000 miles",22998,"Mustang Ecoboost","2020 Ford","carmax",36000,22998,"Mustang","Ecoboost","2020"
"734",FALSE,"Ford Mustang","Ford","53,000 miles",21998,"Mustang Ecoboost","2020 Ford","carmax",53000,21998,"Mustang","Ecoboost","2020"
"735",FALSE,"Ford Mustang","Ford","45,000 miles",23998,"Mustang Ecoboost","2020 Ford","carmax",45000,23998,"Mustang","Ecoboost","2020"
"736",FALSE,"Ford Mustang","Ford","40,000 miles",24998,"Mustang Ecoboost","2020 Ford","carmax",40000,24998,"Mustang","Ecoboost","2020"
"737",FALSE,"Ford Mustang","Ford","39,000 miles",24998,"Mustang Ecoboost","2020 Ford","carmax",39000,24998,"Mustang","Ecoboost","2020"
"738",FALSE,"Ford Mustang","Ford","37,000 miles",23998,"Mustang Ecoboost","2020 Ford","carmax",37000,23998,"Mustang","Ecoboost","2020"
"739",FALSE,"Ford Mustang","Ford","58,000 miles",21998,"Mustang Ecoboost","2020 Ford","carmax",58000,21998,"Mustang","Ecoboost","2020"
"740",FALSE,"Ford Mustang","Ford","57,000 miles",22998,"Mustang Ecoboost","2020 Ford","carmax",57000,22998,"Mustang","Ecoboost","2020"
"741",FALSE,"Ford Mustang","Ford","55,000 miles",22998,"Mustang Ecoboost","2020 Ford","carmax",55000,22998,"Mustang","Ecoboost","2020"
"742",FALSE,"Ford Mustang","Ford","43,000 miles",23998,"Mustang Ecoboost Premium","2020 Ford","carmax",43000,23998,"Mustang","Ecoboost Premium","2020"
"743",FALSE,"Ford Mustang","Ford","30,000 miles",25998,"Mustang Ecoboost Premium","2020 Ford","carmax",30000,25998,"Mustang","Ecoboost Premium","2020"
"744",FALSE,"Ford Mustang","Ford","88,000 miles",21998,"Mustang Ecoboost Premium","2020 Ford","carmax",88000,21998,"Mustang","Ecoboost Premium","2020"
"745",FALSE,"Ford Mustang","Ford","33,000 miles",27998,"Mustang Ecoboost Premium","2020 Ford","carmax",33000,27998,"Mustang","Ecoboost Premium","2020"
"746",FALSE,"Ford Mustang","Ford","33,000 miles",27998,"Mustang Ecoboost Premium","2020 Ford","carmax",33000,27998,"Mustang","Ecoboost Premium","2020"
"747",FALSE,"Ford Mustang","Ford","80,000 miles",22998,"Mustang Ecoboost Premium","2020 Ford","carmax",80000,22998,"Mustang","Ecoboost Premium","2020"
"748",FALSE,"Ford Mustang","Ford","66,000 miles",21998,"Mustang Ecoboost Premium","2020 Ford","carmax",66000,21998,"Mustang","Ecoboost Premium","2020"
"749",FALSE,"Ford Mustang","Ford","26,000 miles",26998,"Mustang Ecoboost Premium","2020 Ford","carmax",26000,26998,"Mustang","Ecoboost Premium","2020"
"750",FALSE,"Ford Mustang","Ford","28,000 miles",26998,"Mustang Ecoboost Premium","2020 Ford","carmax",28000,26998,"Mustang","Ecoboost Premium","2020"
"751",FALSE,"Ford Mustang","Ford","57,000 miles",25998,"Mustang Ecoboost Premium","2020 Ford","carmax",57000,25998,"Mustang","Ecoboost Premium","2020"
"752",FALSE,"Ford Mustang","Ford","39,000 miles",25998,"Mustang Ecoboost Premium","2020 Ford","carmax",39000,25998,"Mustang","Ecoboost Premium","2020"
"753",FALSE,"Ford Mustang","Ford","8,000 miles",28998,"Mustang Ecoboost Premium","2020 Ford","carmax",8000,28998,"Mustang","Ecoboost Premium","2020"
"754",FALSE,"Ford Mustang","Ford","69,000 miles",21998,"Mustang Ecoboost Premium","2020 Ford","carmax",69000,21998,"Mustang","Ecoboost Premium","2020"
"755",FALSE,"Ford Mustang","Ford","32,000 miles",28998,"Mustang Ecoboost Premium","2020 Ford","carmax",32000,28998,"Mustang","Ecoboost Premium","2020"
"756",FALSE,"Ford Mustang","Ford","43,000 miles",23998,"Mustang Ecoboost Premium","2020 Ford","carmax",43000,23998,"Mustang","Ecoboost Premium","2020"
"757",FALSE,"Ford Mustang","Ford","76,000 miles",19998,"Mustang Ecoboost Premium","2020 Ford","carmax",76000,19998,"Mustang","Ecoboost Premium","2020"
"758",FALSE,"Ford Mustang","Ford","19,000 miles",26998,"Mustang Ecoboost Premium","2020 Ford","carmax",19000,26998,"Mustang","Ecoboost Premium","2020"
"759",FALSE,"Ford Mustang","Ford","56,000 miles",24998,"Mustang Ecoboost Premium","2020 Ford","carmax",56000,24998,"Mustang","Ecoboost Premium","2020"
"760",FALSE,"Ford Mustang","Ford","30,000 miles",27998,"Mustang Ecoboost Premium","2020 Ford","carmax",30000,27998,"Mustang","Ecoboost Premium","2020"
"761",FALSE,"Ford Mustang","Ford","37,000 miles",33998,"Mustang GT","2020 Ford","carmax",37000,33998,"Mustang","GT","2020"
"762",FALSE,"Ford Mustang","Ford","8,000 miles",35998,"Mustang GT","2020 Ford","carmax",8000,35998,"Mustang","GT","2020"
"763",FALSE,"Ford Mustang","Ford","53,000 miles",30998,"Mustang GT","2020 Ford","carmax",53000,30998,"Mustang","GT","2020"
"764",FALSE,"Ford Mustang","Ford","40,000 miles",34998,"Mustang GT","2020 Ford","carmax",40000,34998,"Mustang","GT","2020"
"765",FALSE,"Ford Mustang","Ford","17,000 miles",33998,"Mustang GT","2020 Ford","carmax",17000,33998,"Mustang","GT","2020"
"766",FALSE,"Ford Mustang","Ford","29,000 miles",33998,"Mustang GT","2020 Ford","carmax",29000,33998,"Mustang","GT","2020"
"767",FALSE,"Ford Mustang","Ford","33,000 miles",34998,"Mustang GT","2020 Ford","carmax",33000,34998,"Mustang","GT","2020"
"768",FALSE,"Ford Mustang","Ford","40,000 miles",30998,"Mustang GT","2020 Ford","carmax",40000,30998,"Mustang","GT","2020"
"769",FALSE,"Ford Mustang","Ford","29,000 miles",33998,"Mustang GT","2020 Ford","carmax",29000,33998,"Mustang","GT","2020"
"770",FALSE,"Ford Mustang","Ford","15,000 miles",38998,"Mustang GT","2020 Ford","carmax",15000,38998,"Mustang","GT","2020"
"771",FALSE,"Ford Mustang","Ford","50,000 miles",31998,"Mustang GT","2020 Ford","carmax",50000,31998,"Mustang","GT","2020"
"772",FALSE,"Ford Mustang","Ford","27,000 miles",37998,"Mustang GT Premium","2020 Ford","carmax",27000,37998,"Mustang","GT Premium","2020"
"773",FALSE,"Ford Mustang","Ford","12,000 miles",36998,"Mustang GT Premium","2020 Ford","carmax",12000,36998,"Mustang","GT Premium","2020"
"774",FALSE,"Ford Mustang","Ford","47,000 miles",31998,"Mustang GT Premium","2020 Ford","carmax",47000,31998,"Mustang","GT Premium","2020"
"775",FALSE,"Ford Mustang","Ford","29,000 miles",34998,"Mustang GT Premium","2020 Ford","carmax",29000,34998,"Mustang","GT Premium","2020"
"776",FALSE,"Ford Mustang","Ford","32,000 miles",33998,"Mustang GT Premium","2020 Ford","carmax",32000,33998,"Mustang","GT Premium","2020"
"777",FALSE,"Ford Mustang","Ford","40,000 miles",35998,"Mustang GT Premium","2020 Ford","carmax",40000,35998,"Mustang","GT Premium","2020"
"778",FALSE,"Ford Mustang","Ford","55,000 miles",33998,"Mustang GT Premium","2020 Ford","carmax",55000,33998,"Mustang","GT Premium","2020"
"779",FALSE,"Ford Mustang","Ford","25,000 miles",37998,"Mustang GT Premium","2020 Ford","carmax",25000,37998,"Mustang","GT Premium","2020"
"780",FALSE,"Ford Mustang","Ford","24,000 miles",35998,"Mustang GT Premium","2020 Ford","carmax",24000,35998,"Mustang","GT Premium","2020"
